date,imports_animal_vegetable_oils,imports_beverages_and_tobacco,imports_chemicals,imports_crude_materials,imports_food_and_live_animals,imports_machinery_and_transport,imports_manufactured_goods,imports_mineral_fuels,imports_miscellaneous_manufactures,imports_other,imports_animal_vegetable_oils_yoy,imports_beverages_and_tobacco_yoy,imports_chemicals_yoy,imports_crude_materials_yoy,imports_food_and_live_animals_yoy,imports_machinery_and_transport_yoy,imports_manufactured_goods_yoy,imports_mineral_fuels_yoy,imports_miscellaneous_manufactures_yoy,imports_other_yoy
2023-07-01,113420044.0,657595314.0,3979520091.0,534835454.0,2929183430.0,10976648348.0,2936915539.0,979559842.0,2870716870.0,1511267025.0,-26.627347643366996,20.666092365861765,-11.385160291828667,-21.047659112355067,2.4660908099022327,14.6440886523866,-10.835236855649889,-38.610273016703744,2.2071565384345515,14.137284814237084
2023-08-01,131333170.0,551374832.0,3646534347.0,537122023.0,2909545850.0,9230781270.0,2598717946.0,1249096855.0,2780382581.0,1275910398.0,-24.06263854851466,-1.4015136019870034,-14.217483796287578,-10.295346532345583,5.268814601172678,1.756203313694571,-19.567014752339528,-22.950331205259634,-2.457400724388137,-35.113734317294366
2023-09-01,127342030.0,506777000.0,3502194188.0,540895707.0,2943929100.0,10034336161.0,2812149042.0,1142244633.0,2792252772.0,1196404830.0,-23.04198333130678,-7.83996315409804,-26.09629148779461,-15.795637388253603,10.664765463861837,28.757450386109173,-3.061233058053947,-19.70427988771689,0.7077451621540387,-20.61109623412001
2023-10-01,141906198.0,616063992.0,3623187961.0,528535509.0,3283262123.0,12184938979.0,2894807572.0,1520834663.0,3163379585.0,1445718730.0,20.865892450100667,21.488945585290974,-9.340398475169598,-17.153040245686157,24.822176074289672,37.373998225583314,3.436215704888368,28.81349986749273,14.053374235202941,30.648011643497817
2023-11-01,,129166240.0,,,3266352708.0,,,,,,,-78.3962896439855,,,11.451755814712318,,,,,
2024-01-01,140085111.0,412142813.0,3424454989.0,498679622.0,3140876620.0,9736909025.0,2645988886.0,1174207668.0,2601520725.0,1957604121.0,,,,,19.660281258409174,,,,,
2024-02-01,120202305.0,459362155.0,3403055913.0,555276804.0,2966607699.0,10584203969.0,2700974827.0,1129396147.0,2759657009.0,1716745102.0,-16.777431796085963,14.316898479034679,-13.974131850891103,-4.928954273121732,3.8636553887277048,17.187116807332693,-0.23324495341002782,-6.686491957746965,3.4942140732723947,51.37994938663637
2024-03-01,122281641.0,485885462.0,3955310066.0,608424612.0,2943259505.0,10537413972.0,2701624443.0,1295213491.0,2733407111.0,1496426032.0,0.8270045131847148,6.3351434681163,0.13463295366231698,-1.660338534845962,6.30479496731462,1.4303324609452384,-5.586042337784425,-2.0769758342813027,-1.4852717063827403,20.59668493152438
2024-04-01,136374594.0,535778514.0,3690441053.0,577295247.0,3397547632.0,11041553491.0,2863846188.0,1283998259.0,2973172625.0,1838571927.0,-7.666356438241861,-3.160237534581134,-20.075580973384543,-21.755734903905232,6.020263811577586,-12.419182797986462,-11.541611228491655,15.326189566782954,-12.959544466507877,30.057971746708855
2024-05-01,140968321.0,514625006.0,3360434841.0,567502594.0,3138125472.0,9618070159.0,2961969676.0,1288284727.0,2607637858.0,1472632634.0,12.700787294369476,2.6463420429389206,-0.9714976101339201,-1.4331175357215176,8.521008365525141,-0.9865123497395212,7.561797185628882,10.046061404342566,-0.9135505391148158,10.706209420892044
2024-06-01,153183974.0,580278132.0,3746387631.0,550946940.0,3304786338.0,10790230787.0,3105550836.0,1180711675.0,3010054232.0,1625540316.0,3.847262279781205,0.9229482724066429,-3.4033963510463505,-15.124154702095948,2.062115666182329,-5.823881622036076,-6.008442452564933,30.60974840748141,3.3140871260446403,16.645369745281258
2024-07-01,159066755.0,563680015.0,3809125058.0,476067431.0,3124266091.0,11269257616.0,2968362768.0,1290481705.0,2941296519.0,1481061251.0,22.653005709962027,-10.62596575877065,-20.864161699828365,-17.746425351744865,1.2711197316280343,-4.16947478842572,-7.074743870892819,22.800716235315967,-0.8212940932035173,10.622337113586177
2024-08-01,115374428.0,514354145.0,3365171602.0,510820503.0,3100519790.0,8994382230.0,2699070240.0,955247322.0,2710080175.0,1449349534.0,1.7231381077581043,-21.78257143115835,-15.43775317002163,-4.490156892254193,5.849287492384869,-18.058937985028724,-8.098472558764314,-2.481984148141503,-5.59569969016136,-4.097058294512845
2024-09-01,118962099.0,513697893.0,3554604157.0,476120542.0,3067592581.0,10005211404.0,2745347317.0,1017223252.0,2807564414.0,1401217839.0,-9.419608922863887,-6.833271454073186,-2.521029044348122,-11.357099204252885,5.43200688863521,8.38964884280049,5.642373433626946,-18.563300521639693,0.9776292365572203,9.821022008788427
2024-10-01,124149274.0,640519900.0,3871382189.0,557509789.0,3556532242.0,11231840805.0,3067693711.0,1283453813.0,3224518820.0,1662484086.0,-2.507228760213731,26.390878039058595,10.54161994400522,3.0715869593692213,20.809031780011278,11.934069427076665,9.08716661824782,12.362428845835517,15.480906755099454,38.956651152937916
2024-11-01,,631795999.0,,240578612.0,3382671490.0,,,,,,,2.5536319610122593,,-54.48203424303891,3.0277621242487784,,,,,
