date,imports_animal_vegetable_oils,imports_beverages_and_tobacco,imports_chemicals,imports_crude_materials,imports_food_and_live_animals,imports_machinery_and_transport,imports_manufactured_goods,imports_mineral_fuels,imports_miscellaneous_manufactures,imports_other,imports_animal_vegetable_oils_yoy,imports_beverages_and_tobacco_yoy,imports_chemicals_yoy,imports_crude_materials_yoy,imports_food_and_live_animals_yoy,imports_machinery_and_transport_yoy,imports_manufactured_goods_yoy,imports_mineral_fuels_yoy,imports_miscellaneous_manufactures_yoy,imports_other_yoy
2021-11-01,88253256.0,499769853.0,910493032.0,476483064.0,2209910326.0,,,905079118.0,,,2.651542137415186,-5.255694003278744,-74.17601981846505,-21.686321436065082,-15.514094711909065,,,104.1696805003964,,
2022-01-01,82595190.0,397893037.0,3868625849.0,575529174.0,2447252483.0,7832051451.0,2792009152.0,1067262267.0,2473171360.0,1068310216.0,-3.0044796807388585,-27.883849279138516,489.5403041200585,10.93454033144312,-4.3035908087400205,,,157.55012626797304,,
2022-02-01,118964498.0,420996431.0,3686579215.0,635871615.0,2524300778.0,8912941474.0,2806851146.0,908404075.0,2608903088.0,1074595279.0,96.84358291017534,76.14972393213031,49.251861111789516,49.03121996090876,43.96710645949273,64.40652189036211,56.46219092825335,-2.6786998807703744,58.76365930660354,389.0322139212692
2022-03-01,139043775.0,526724207.0,4789163976.0,845481474.0,2806377911.0,11184786181.0,3280457486.0,1295193835.0,3152371330.0,1188761380.0,213.14132942992305,100.92617828537276,94.369382563321,47.99608144700915,47.61480985661319,74.70729443853818,57.02994028988502,125.9613465875344,71.76732471010838,1477.5756211846094
2022-04-01,149779952.0,432152974.0,4643804049.0,751267791.0,2594529591.0,9456939181.0,2864204751.0,1064578456.0,2661308903.0,1116034699.0,104.84166081919075,16.095818959617823,50.25583377602272,-0.266093319960814,19.570048990288225,15.850172601096668,16.692766841727646,123.64780036676547,16.539292138144646,589.8132394903329
2022-05-01,178942290.0,557312769.0,4998699016.0,852390968.0,2984917929.0,9514599357.0,3290093347.0,1229861703.0,2899142050.0,1186127221.0,174.68975950984452,45.187309233867246,80.18071195748308,43.901611879056034,50.83851464991209,45.836840387623525,43.45934773677691,197.28664108071948,36.9650426930348,1017.6915170781484
2022-06-01,154580815.0,544971086.0,4490805495.0,677415575.0,2858685646.0,9574543683.0,3293807369.0,1595641307.0,2808723936.0,1324078304.0,152.23358037886987,49.01910516717256,52.93890363878584,16.86341362079291,41.992462483487756,58.85096211624366,42.74387637150148,221.52703247434272,34.57083117426696,458.3199348690002
2022-07-01,172949346.0,559212268.0,4250906255.0,598767179.0,2763920028.0,9071467851.0,3230910724.0,1621157981.0,2850429045.0,1966379764.0,113.92173532087808,26.3228813667713,26.101570680277277,1.6087122388291686,26.32711458601291,26.954038499248444,26.841386560156,170.22545451342648,26.199885852604865,1364.0933908205373
2022-08-01,165469480.0,549888018.0,4738861227.0,642360669.0,2660222599.0,7793208184.0,2900954005.0,1422547343.0,2772629620.0,1507017698.0,102.29533737673435,25.417219884445586,34.93212103804646,-0.17000780064369003,25.942761536898917,18.34000433660721,17.11816692223318,89.1996489709866,24.584862205330204,429.91721250194416
2022-09-01,117407976.0,507094690.0,3996474615.0,637966089.0,2630351614.0,8869901973.0,2798640256.0,1180648507.0,2773595789.0,1106575379.0,27.62587314652183,19.705405005855802,25.427198918331804,1.3556841571593203,31.65442658976627,68.97786842374917,24.532962043494976,52.20013936401637,31.821851358414776,592.2425205585151
2022-10-01,142121496.0,597889149.0,4474805325.0,611016810.0,2930732391.0,8864177990.0,3023643872.0,1589296137.0,3020082200.0,1240722100.0,74.30212094578141,37.10478916132918,23.987986050593445,-7.950563261823151,32.14953686935254,24.778624936994742,17.452941376516918,58.6207784099527,23.467907383647436,534.6495726923303
2022-11-01,,,,,2624828044.0,,,,,,,,,,21.36071654833007,,,,,
2023-01-01,144434746.0,401832241.0,3955851869.0,584065106.0,2856251966.0,9031883587.0,2707289443.0,1210324390.0,2666484338.0,1134063731.0,63.659396317343806,-19.596542570966157,334.47360166068796,22.578355901438705,29.247414811165505,,,33.72581091855442,,
2023-02-01,121278661.0,456937797.0,3949992075.0,618697078.0,2768698727.0,10388819317.0,2861467213.0,1322685346.0,2774617723.0,1240851714.0,46.835016663803295,14.839354929450543,2.1032332713444513,7.500558781404187,13.134984895630808,32.64493194402536,2.487744746475684,23.932550310991175,12.188656551481337,16.150879717881494
2023-03-01,147697620.0,553262937.0,4617413674.0,737811578.0,3204620994.0,12607273880.0,3237506615.0,1113362250.0,3415851407.0,1413655697.0,24.152686291333737,31.417488667498937,25.24927323445565,16.031532245703396,26.95083810650396,41.44908184101468,15.34301060509462,22.5624455724728,30.93055938764713,31.55238298790255
2023-04-01,125081931.0,501357375.0,3393401657.0,575753823.0,2891721630.0,9713898972.0,2753737622.0,1170677724.0,2631679581.0,1330216834.0,-10.041329789844966,-4.815960926587904,-29.14417476608865,-31.90225443071033,3.041062953976481,-13.150785229123551,-16.056292948403716,-9.613704731693694,-16.517462395523054,11.899398515116633
2023-05-01,147508919.0,574971443.0,3878384425.0,649121005.0,3238014729.0,11457502149.0,3304074235.0,903999655.0,2913498358.0,1393574661.0,-1.5162463131247361,33.04812823062975,-16.482599522364126,-13.596587957542294,24.801611060137652,21.1544446856478,15.357473443420044,-15.08379209582652,9.476143664334336,24.86839900665132
2023-06-01,129688428.0,630697741.0,4813400780.0,578780233.0,3085051394.0,11759569919.0,3194355218.0,1050874738.0,2965653254.0,1338844658.0,-27.52499814325613,13.167645904054282,-3.7069292511289653,-32.09920626470082,3.3546471756275897,23.595008867591982,-2.909890963649908,-14.553422109445101,2.294168510991046,12.875299908491012
