date,year,month,month_name,quarter,year_month,post_brexit,covid_period,hgv_crisis,ukraine_war,energy_crisis,era,retail_total_volume,retail_food_volume,retail_non_food_volume,retail_online_volume,cpi_food_nonalcoholic,cpi_clothing_footwear,cpi_transport,imports_food_and_live_animals,imports_machinery_and_transport,imports_manufactured_goods,imports_chemicals,imports_mineral_fuels,imports_food_and_live_animals_yoy,imports_machinery_and_transport_yoy,imports_manufactured_goods_yoy,total_hgv_licensed,retail_total_volume_rolling_avg,retail_total_volume_deviation,retail_food_volume_rolling_avg,retail_food_volume_deviation,retail_non_food_volume_rolling_avg,retail_non_food_volume_deviation,cpi_food_nonalcoholic_yoy,cpi_clothing_footwear_yoy,cpi_transport_yoy,cpi_food_premium,hgv_yoy,hgv_below_2019
2021-03-01,2021,3,March,1,2021-03,1,1,0,0,0,Post-Brexit / Recovery,104.0,105.1,113.6,107.2,102.995,97.236,115.947,2169882519.0,8163077334.0,2454483537.0,3090598170.0,476006674.0,-0.2796818766902742,-1.3430792333781305,9.003116698680568,515.4,52.300000000000004,98.8528,53.09166666666667,97.9595,55.46666666666667,104.8077,-0.3599,-5.0189,2.6189,-2.9788,1.6368,0
2021-03-01,2021,3,March,1,2021-03,1,1,0,0,0,Post-Brexit / Recovery,0.0,0.0,0.1,0.0,102.995,97.236,115.947,2169882519.0,8163077334.0,2454483537.0,3090598170.0,476006674.0,-0.2796818766902742,-1.3430792333781305,9.003116698680568,515.4,52.291666666666664,-100.0,53.083333333333336,-100.0,55.46666666666667,-99.8197,-0.3599,-5.0189,2.6189,-2.9788,1.6368,0
2021-04-01,2021,4,April,2,2021-04,1,0,0,0,0,Post-Brexit / Recovery,0.0,0.0,-0.1,0.0,103.758,99.606,117.158,1978883136.0,6524139807.0,2293397676.0,2774269766.0,413695583.0,-22.010848894524337,-22.14019244574548,-5.55880381603534,515.5,52.28333333333333,-100.0,53.074999999999996,-100.0,55.43333333333333,-100.1804,0.3326,-5.0739,3.6026,-3.27,1.277,0
2021-04-01,2021,4,April,2,2021-04,1,0,0,0,0,Post-Brexit / Recovery,112.6,113.7,112.5,109.6,103.758,99.606,117.158,1978883136.0,6524139807.0,2293397676.0,2774269766.0,413695583.0,-22.010848894524337,-22.14019244574548,-5.55880381603534,515.5,52.39166666666667,114.9197,53.18333333333334,113.7888,55.675000000000004,102.0656,0.3326,-5.0739,3.6026,-3.27,1.277,0
2021-05-01,2021,5,May,2,2021-05,1,0,0,0,0,Post-Brexit / Recovery,110.5,111.2,107.2,105.7,103.457,101.93,117.588,2013265772.0,6027375318.0,2307494691.0,2936339537.0,496269721.0,-13.40792467879992,77.5849647280459,49.12156757696975,515.5,61.6,79.3831,62.449999999999996,78.0624,64.60833333333333,65.9229,0.318,-0.1812,4.5255,-4.2075,1.3766,0
2021-05-01,2021,5,May,2,2021-05,1,0,0,0,0,Post-Brexit / Recovery,0.1,0.1,0.1,0.0,103.457,101.93,117.588,2013265772.0,6027375318.0,2307494691.0,2936339537.0,496269721.0,-13.40792467879992,77.5849647280459,49.12156757696975,515.5,52.76666666666667,-99.8105,53.44166666666667,-99.8129,55.30833333333334,-99.8192,0.318,-0.1812,4.5255,-4.2075,1.3766,0
2021-06-01,2021,6,June,2,2021-06,1,0,1,0,0,Post-Brexit / Recovery,111.2,111.7,110.4,103.5,103.627,102.713,119.115,2187907194.0,7145474030.0,2547205460.0,3371017690.0,599927932.0,-4.855416848645833,85.81448602692663,73.22532106671827,514.1,62.03333333333333,79.2585,62.75,78.008,64.50833333333334,71.1407,0.8074,0.5482,4.3102,-3.5028,1.3205,1
2021-06-01,2021,6,June,2,2021-06,1,0,1,0,0,Post-Brexit / Recovery,-0.1,-0.1,-0.4,0.0,103.627,102.713,119.115,2187907194.0,7145474030.0,2547205460.0,3371017690.0,599927932.0,-4.855416848645833,85.81448602692663,73.22532106671827,514.1,53.09166666666667,-100.1884,53.666666666666664,-100.1863,55.525000000000006,-100.7204,0.8074,0.5482,4.3102,-3.5028,1.3205,1
2021-07-01,2021,7,July,3,2021-07,1,0,1,0,0,Post-Brexit / Recovery,108.8,108.9,109.9,102.1,103.279,100.641,121.275,2112247315.0,6585438481.0,2476946217.0,3512033451.0,751876312.0,-11.155848722667097,4.186930047079507,8.576260940526481,514.7,62.166666666666664,75.0134,62.74166666666667,73.5689,64.7,69.8609,-0.0987,3.5465,6.0699,-6.1686,0.1362,1
2021-07-01,2021,7,July,3,2021-07,1,0,1,0,0,Post-Brexit / Recovery,0.0,0.1,0.3,0.1,103.279,100.641,121.275,2112247315.0,6585438481.0,2476946217.0,3512033451.0,751876312.0,-11.155848722667097,4.186930047079507,8.576260940526481,514.7,53.916666666666664,-100.0,54.36666666666667,-99.8161,55.474999999999994,-99.4592,-0.0987,3.5465,6.0699,-6.1686,0.1362,1
2021-08-01,2021,8,August,3,2021-08,1,0,1,0,0,Post-Brexit / Recovery,-0.1,-0.2,-0.4,0.0,104.379,100.818,122.69,1997921135.0,5249150114.0,2247308833.0,3186290254.0,775721042.0,-13.35267219590005,-26.577389764375013,1.8681395635422595,514.2,53.90833333333333,-100.1855,54.35,-100.368,55.449999999999996,-100.7214,0.7364,5.3469,6.5369,-5.8005,-0.2715,1
2021-08-01,2021,8,August,3,2021-08,1,0,1,0,0,Post-Brexit / Recovery,108.9,108.8,108.7,101.7,104.379,100.818,122.69,1997921135.0,5249150114.0,2247308833.0,3186290254.0,775721042.0,-13.35267219590005,-26.577389764375013,1.8681395635422595,514.2,54.65833333333333,99.2377,54.94166666666667,98.0282,55.15833333333334,97.069,0.7364,5.3469,6.5369,-5.8005,-0.2715,1
2021-09-01,2021,9,September,3,2021-09,1,0,1,0,0,Post-Brexit / Recovery,109.0,108.8,108.3,104.2,104.188,102.958,122.436,2217739434.0,7103923444.0,2574344956.0,3609063642.0,1001947004.0,1.0208009368106286,24.923344796611623,34.21919548869627,515.7,55.074999999999996,97.9119,55.25,96.9231,54.71666666666667,97.9287,1.1583,5.8847,5.5965,-4.4382,0.0582,0
2021-09-01,2021,9,September,3,2021-09,1,0,1,0,0,Post-Brexit / Recovery,0.1,0.2,0.2,-0.1,104.188,102.958,122.436,2217739434.0,7103923444.0,2574344956.0,3609063642.0,1001947004.0,1.0208009368106286,24.923344796611623,34.21919548869627,515.7,55.083333333333336,-99.8185,55.26666666666667,-99.6381,54.725,-99.6345,1.1583,5.8847,5.5965,-4.4382,0.0582,0
2021-10-01,2021,10,October,4,2021-10,1,0,1,0,0,Post-Brexit / Recovery,108.8,109.4,108.7,104.2,104.704,104.556,124.333,2162831696.0,6914524241.0,2391710767.0,3225480869.0,1042874773.0,-12.74501230691013,-20.73598417609802,-1.0118684571618242,515.2,64.14999999999999,69.6025,64.38333333333334,69.9198,63.791666666666664,70.3984,0.9117,4.9696,6.1242,-5.2125,-0.0582,0
2021-10-01,2021,10,October,4,2021-10,1,0,1,0,0,Post-Brexit / Recovery,0.1,0.1,0.4,0.0,104.704,104.556,124.333,2162831696.0,6914524241.0,2391710767.0,3225480869.0,1042874773.0,-12.74501230691013,-20.73598417609802,-1.0118684571618242,515.2,54.775,-99.8174,54.91666666666668,-99.8179,54.45000000000001,-99.2654,0.9117,4.9696,6.1242,-5.2125,-0.0582,0
2021-11-01,2021,11,November,4,2021-11,1,0,1,0,0,Post-Brexit / Recovery,0.0,0.0,0.1,0.0,105.733,105.682,126.543,2209910326.0,7098029683.0,2471770444.0,910493032.0,905079118.0,-15.514094711909063,,,514.7,45.56666666666666,-100.0,45.650000000000006,-100.0,45.525,-99.7803,2.1999,3.681,7.6156,-5.4157,-0.1552,1
2021-11-01,2021,11,November,4,2021-11,1,0,1,0,0,Post-Brexit / Recovery,108.5,108.5,107.4,101.2,105.733,105.682,126.543,2209910326.0,7281535125.0,2551830121.0,910493032.0,905079118.0,-15.514094711909063,,,514.7,54.599999999999994,98.7179,54.68333333333334,98.4151,54.46666666666667,97.1848,2.1999,3.681,7.6156,-5.4157,-0.1552,1
2021-12-01,2021,12,December,4,2021-12,1,0,1,0,0,Post-Brexit / Recovery,0.0,0.0,-0.1,0.0,107.091,106.435,127.808,2289024378.3333335,7465040567.0,2631889798.0,1896537304.3333335,959140167.6666666,,,,514.1,45.333333333333336,-100.0,45.375,-100.0,45.25833333333333,-100.221,3.3428,3.6237,7.298,-3.9552,0.0,1
2021-12-01,2021,12,December,4,2021-12,1,0,1,0,0,Post-Brexit / Recovery,108.7,108.8,108.2,101.6,107.091,106.435,127.808,2368138430.6666665,,,2882581576.666667,1013201217.3333334,,,,514.1,54.400000000000006,99.8162,54.449999999999996,99.8163,54.30833333333334,99.2328,3.3428,3.6237,7.298,-3.9552,0.0,1
2022-01-01,2022,1,January,1,2022-01,1,0,1,0,0,Post-Brexit / Recovery,0.0,0.0,-0.1,0.0,107.848,103.337,127.263,2447252483.0,7832051451.0,2792009152.0,3868625849.0,1067262267.0,-4.3035908087400205,,,519.6,45.333333333333336,-100.0,45.375,-100.0,45.14166666666667,-100.2215,4.4239,2.6788,4.9375,-0.5136,0.952,0
2022-01-01,2022,1,January,1,2022-01,1,0,1,0,0,Post-Brexit / Recovery,107.7,107.7,105.2,101.0,107.848,103.337,127.263,2447252483.0,7832051451.0,2792009152.0,3868625849.0,1067262267.0,-4.3035908087400205,,,519.6,54.30833333333333,98.3121,54.34166666666667,98.1905,53.88333333333333,95.2366,4.4239,2.6788,4.9375,-0.5136,0.952,0
2022-02-01,2022,2,February,1,2022-02,1,0,1,1,0,High Inflation,0.1,0.1,-0.1,0.0,108.874,104.191,128.368,2524300778.0,8912941474.0,2806851146.0,3686579215.0,908404075.0,43.96710645949273,64.40652189036211,56.46219092825335,519.7,54.324999999999996,-99.8159,54.36666666666667,-99.8161,53.90833333333334,-100.1855,4.3064,3.3456,4.6279,-0.3215,1.0696,0
2022-02-01,2022,2,February,1,2022-02,1,0,1,1,0,High Inflation,106.4,106.2,104.4,102.0,108.874,104.191,128.368,2524300778.0,8912941474.0,2806851146.0,3686579215.0,908404075.0,43.96710645949273,64.40652189036211,56.46219092825335,519.7,54.11666666666667,96.6123,54.15,96.1219,53.550000000000004,94.958,4.3064,3.3456,4.6279,-0.3215,1.0696,0
2022-03-01,2022,3,March,1,2022-03,1,0,1,1,0,High Inflation,-0.1,0.0,0.0,0.0,109.041,106.777,131.485,2806377911.0,11184786181.0,3280457486.0,4789163976.0,1295193835.0,47.61480985661319,74.70729443853818,57.02994028988502,520.5,45.025000000000006,-100.2221,45.083333333333336,-100.0,44.525000000000006,-100.0,4.6579,3.7093,7.3908,-2.7329,0.9308,0
2022-03-01,2022,3,March,1,2022-03,1,0,1,1,0,High Inflation,105.5,105.4,104.5,104.6,109.041,106.777,131.485,2806377911.0,11184786181.0,3280457486.0,4789163976.0,1295193835.0,47.61480985661319,74.70729443853818,57.02994028988502,520.5,53.80833333333334,96.0663,53.849999999999994,95.7289,53.21666666666667,96.3671,4.6579,3.7093,7.3908,-2.7329,0.9308,0
2022-04-01,2022,4,April,2,2022-04,1,0,0,1,0,High Inflation,0.0,-0.1,0.0,-0.1,110.683,107.86,132.945,2594529591.0,9456939181.0,2864204751.0,4643804049.0,1064578456.0,19.570048990288225,15.850172601096668,16.692766841727646,520.3,44.741666666666674,-100.0,44.724999999999994,-100.2236,44.15833333333334,-100.0,5.7104,3.16,6.9266,-1.2162,0.9899,0
2022-04-01,2022,4,April,2,2022-04,1,0,0,1,0,High Inflation,104.6,104.4,103.7,101.2,110.683,107.86,132.945,2594529591.0,9456939181.0,2864204751.0,4643804049.0,1064578456.0,19.570048990288225,15.850172601096668,16.692766841727646,520.3,53.449999999999996,95.6969,53.416666666666664,95.4446,52.76666666666667,96.5256,5.7104,3.16,6.9266,-1.2162,0.9899,0
2022-05-01,2022,5,May,2,2022-05,1,0,0,1,0,High Inflation,0.0,0.1,0.1,0.0,112.373,109.031,133.761,2984917929.0,9514599357.0,3290093347.0,4998699016.0,1229861703.0,50.83851464991209,45.836840387623525,43.45934773677691,520.8,53.449999999999996,-100.0,53.425000000000004,-99.8128,52.76666666666667,-99.8105,6.28,3.1689,5.704,0.576,1.1852,0
2022-05-01,2022,5,May,2,2022-05,1,0,0,1,0,High Inflation,103.3,103.2,101.7,99.9,112.373,109.031,133.761,2984917929.0,9514599357.0,3290093347.0,4998699016.0,1229861703.0,50.83851464991209,45.836840387623525,43.45934773677691,520.8,53.01666666666667,94.8444,52.98333333333333,94.7782,52.291666666666664,94.4861,6.28,3.1689,5.704,0.576,1.1852,0
2022-06-01,2022,6,June,2,2022-06,1,0,0,1,1,High Inflation,103.1,103.2,104.1,100.0,113.739,109.058,136.878,2858685646.0,9574543683.0,3293807369.0,4490805495.0,1595641307.0,41.99246248348776,58.85096211624366,42.74387637150148,519.9,61.60833333333333,67.3475,61.583333333333336,67.5778,60.975,70.7257,6.2078,2.4644,7.0966,-0.8888,1.1282,0
2022-06-01,2022,6,June,2,2022-06,1,0,0,1,1,High Inflation,-0.1,-0.1,-0.4,0.0,113.739,109.058,136.878,2858685646.0,9574543683.0,3293807369.0,4490805495.0,1595641307.0,41.99246248348776,58.85096211624366,42.74387637150148,519.9,52.541666666666664,-100.1903,52.50833333333333,-100.1904,51.92499999999999,-100.7703,6.2078,2.4644,7.0966,-0.8888,1.1282,0
2022-07-01,2022,7,July,3,2022-07,1,0,0,1,1,High Inflation,103.6,103.9,105.6,102.4,116.289,107.346,139.184,2763920028.0,9071467851.0,3230910724.0,4250906255.0,1621157981.0,26.32711458601291,26.954038499248444,26.841386560156,519.2,61.17499999999999,69.3502,61.166666666666664,69.8638,60.73333333333333,73.8749,7.8268,3.8795,9.3672,-1.5404,-0.077,0
2022-07-01,2022,7,July,3,2022-07,1,0,0,1,1,High Inflation,0.2,0.1,0.3,0.0,116.289,107.346,139.184,2763920028.0,9071467851.0,3230910724.0,4250906255.0,1621157981.0,26.32711458601291,26.954038499248444,26.841386560156,519.2,52.21666666666667,-99.617,52.199999999999996,-99.8084,51.991666666666674,-99.423,7.8268,3.8795,9.3672,-1.5404,-0.077,0
2022-08-01,2022,8,August,3,2022-08,1,0,0,1,1,High Inflation,101.5,101.7,104.3,98.0,118.013,108.488,137.44,2660222599.0,7793208184.0,2900954005.0,4738861227.0,1422547343.0,25.94276153689892,18.34000433660721,17.11816692223318,520.4,60.666666666666664,67.3077,60.66666666666668,67.6374,60.69166666666666,71.8523,8.3941,4.1242,7.0672,1.3269,0.1347,0
2022-08-01,2022,8,August,3,2022-08,1,0,0,1,1,High Inflation,-0.2,-0.1,-0.3,-0.1,118.013,108.488,137.44,2660222599.0,7793208184.0,2900954005.0,4738861227.0,1422547343.0,25.94276153689892,18.34000433660721,17.11816692223318,520.4,51.78333333333334,-100.3862,51.80833333333334,-100.193,51.96666666666666,-100.5773,8.3941,4.1242,7.0672,1.3269,0.1347,0
2022-09-01,2022,9,September,3,2022-09,1,0,0,1,1,High Inflation,0.1,0.1,0.2,-0.1,119.341,111.705,135.399,2630351614.0,8869901973.0,2798640256.0,3996474615.0,1180648507.0,31.65442658976627,68.97786842374917,24.532962043494976,520.5,51.79999999999999,-99.8069,51.81666666666667,-99.807,51.98333333333333,-99.6153,9.446,4.6152,2.9768,6.4692,0.0,0
2022-09-01,2022,9,September,3,2022-09,1,0,0,1,1,High Inflation,100.4,100.5,102.0,97.7,119.341,111.705,135.399,2630351614.0,8869901973.0,2798640256.0,3996474615.0,1180648507.0,31.65442658976627,68.97786842374917,24.532962043494976,520.5,51.375,95.4258,51.40833333333334,95.4936,51.775,97.0063,9.446,4.6152,2.9768,6.4692,0.0,0
2022-10-01,2022,10,October,4,2022-10,1,0,0,1,1,High Inflation,0.1,0.1,0.2,-0.1,121.701,113.465,135.445,2930732391.0,8864177990.0,3023643872.0,4474805325.0,1589296137.0,32.14953686935254,24.778624936994746,17.452941376516918,520.1,51.383333333333326,-99.8054,51.425000000000004,-99.8055,51.791666666666664,-99.6138,9.9546,5.1966,1.8805,8.0741,-0.0384,0
2022-10-01,2022,10,October,4,2022-10,1,0,0,1,1,High Inflation,101.7,101.5,101.9,97.6,121.701,113.465,135.445,2930732391.0,8864177990.0,3023643872.0,4474805325.0,1589296137.0,32.14953686935254,24.778624936994746,17.452941376516918,520.1,51.14166666666667,98.8594,51.18333333333333,98.3067,51.64166666666666,97.3213,9.9546,5.1966,1.8805,8.0741,-0.0384,0
2022-11-01,2022,11,November,4,2022-11,1,0,0,1,1,High Inflation,100.7,100.6,102.1,97.7,123.078,113.637,135.7,2624828044.0,8897719109.4,2960372986.2,4371014633.8,1513501787.6,21.36071654833007,,,520.5,59.53333333333333,69.1489,59.55833333333333,68.91,60.14166666666667,69.7658,9.5263,4.2245,1.4496,8.0767,-0.0576,0
2022-11-01,2022,11,November,4,2022-11,1,0,0,1,1,High Inflation,0.0,0.0,0.1,0.0,123.078,113.637,135.7,2624828044.0,8931260228.8,2897102100.4,4267223942.6,1437707438.2,21.36071654833007,,,520.5,50.925000000000004,-100.0,50.958333333333336,-100.0,51.675000000000004,-99.8065,9.5263,4.2245,1.4496,8.0767,-0.0576,0
2022-12-01,2022,12,December,4,2022-12,1,0,0,1,1,High Inflation,0.0,0.0,0.0,0.0,125.084,113.339,136.114,2701969351.3333335,8964801348.2,2833831214.6,4163433251.4,1361913088.8,,,,520.0,42.333333333333336,-100.0,42.35833333333333,-100.0,43.0,-100.0,9.9746,3.9254,-0.5582,10.5328,0.0192,0
2022-12-01,2022,12,December,4,2022-12,1,0,0,1,1,High Inflation,100.9,100.5,101.1,100.3,125.084,113.339,136.114,2779110658.6666665,,,,,,,,520.0,50.75,98.8177,50.74166666666667,98.0621,51.458333333333336,96.4696,9.9746,3.9254,-0.5582,10.5328,0.0192,0
2023-01-01,2023,1,January,1,2023-01,1,0,0,0,1,High Inflation,101.0,100.4,100.6,99.8,125.832,109.766,131.259,2856251966.0,9031883587.0,2707289443.0,3955851869.0,1210324390.0,29.247414811165505,,,525.0,50.53333333333333,99.8681,50.449999999999996,99.0089,51.041666666666664,97.0939,8.2063,2.2544,-5.6939,13.9002,1.1171,0
2023-01-01,2023,1,January,1,2023-01,1,0,0,0,1,High Inflation,-0.1,-0.1,-0.2,0.1,125.832,109.766,131.259,2856251966.0,9031883587.0,2707289443.0,3955851869.0,1210324390.0,29.247414811165505,,,525.0,50.50833333333333,-100.198,50.43333333333334,-100.1983,50.99999999999999,-100.3922,8.2063,2.2544,-5.6939,13.9002,1.1171,0
2023-02-01,2023,2,February,1,2023-02,1,0,0,0,1,High Inflation,101.3,101.3,101.2,100.8,128.514,112.6,132.115,2768698727.0,10388819317.0,2861467213.0,3949992075.0,1322685346.0,13.134984895630808,32.64493194402536,2.487744746475684,524.9,50.491666666666674,100.6272,50.4,100.9921,50.74166666666667,99.4416,8.8982,3.7903,-3.8744,12.7726,0.8647,0
2023-02-01,2023,2,February,1,2023-02,1,0,0,0,1,High Inflation,0.0,0.0,0.0,0.2,128.514,112.6,132.115,2768698727.0,10388819317.0,2861467213.0,3949992075.0,1322685346.0,13.134984895630808,32.64493194402536,2.487744746475684,524.9,50.508333333333326,-100.0,50.40833333333334,-100.0,50.76666666666667,-100.0,8.8982,3.7903,-3.8744,12.7726,0.8647,0
2023-03-01,2023,3,March,1,2023-03,1,0,0,0,1,High Inflation,100.0,100.0,100.5,100.2,129.917,114.431,132.565,3204620994.0,12607273880.0,3237506615.0,4617413674.0,1113362250.0,26.95083810650396,41.44908184101468,15.34301060509462,524.1,58.833333333333336,69.9717,58.73333333333333,70.2611,59.125,69.9789,8.862,2.4404,-2.0931,10.9551,0.6916,0
2023-03-01,2023,3,March,1,2023-03,1,0,0,0,1,High Inflation,-0.1,0.0,0.1,-0.1,129.917,114.431,132.565,3204620994.0,12607273880.0,3237506615.0,4617413674.0,1113362250.0,26.95083810650396,41.44908184101468,15.34301060509462,524.1,50.458333333333336,-100.1982,50.35833333333333,-100.0,50.63333333333333,-99.8025,8.862,2.4404,-2.0931,10.9551,0.6916,0
2023-04-01,2023,4,April,2,2023-04,1,0,0,0,0,High Inflation,101.2,101.4,101.0,101.5,131.747,115.188,134.908,2891721630.0,9713898972.0,2753737622.0,3393401657.0,1170677724.0,3.041062953976481,-13.150785229123551,-16.056292948403716,524.2,58.88333333333333,71.8653,58.800000000000004,72.449,59.03333333333333,71.0898,8.2547,1.5185,-0.3965,8.6512,0.7883,0
2023-04-01,2023,4,April,2,2023-04,1,0,0,0,0,High Inflation,0.0,0.0,-0.1,-0.1,131.747,115.188,134.908,2891721630.0,9713898972.0,2753737622.0,3393401657.0,1170677724.0,3.041062953976481,-13.150785229123551,-16.056292948403716,524.2,50.40833333333333,-100.0,50.34166666666667,-100.0,50.53333333333333,-100.1979,8.2547,1.5185,-0.3965,8.6512,0.7883,0
2023-05-01,2023,5,May,2,2023-05,1,0,0,0,0,High Inflation,0.0,0.1,0.1,0.0,132.934,116.729,135.381,3238014729.0,11457502149.0,3304074235.0,3878384425.0,903999655.0,24.80161106013765,21.1544446856478,15.357473443420044,524.1,42.01666666666667,-100.0,41.96666666666667,-99.7617,42.03333333333333,-99.7621,8.0079,2.7209,-0.2351,8.243,0.6916,0
2023-05-01,2023,5,May,2,2023-05,1,0,0,0,0,High Inflation,100.3,100.7,100.5,102.0,132.934,116.729,135.381,3238014729.0,11457502149.0,3304074235.0,3878384425.0,903999655.0,24.80161106013765,21.1544446856478,15.357473443420044,524.1,50.375,99.1067,50.35833333333334,99.9669,50.4,99.4048,8.0079,2.7209,-0.2351,8.243,0.6916,0
2023-06-01,2023,6,June,2,2023-06,1,0,0,0,0,Stabilisation,101.1,101.3,101.0,103.9,133.427,116.944,134.464,3085051394.0,11759569919.0,3194355218.0,4813400780.0,1050874738.0,3.3546471756275897,23.595008867591982,-2.909890963649908,525.3,58.800000000000004,71.9388,58.800000000000004,72.2789,58.81666666666666,71.72,6.6699,3.1807,-1.2122,7.8821,1.0192,0
2023-06-01,2023,6,June,2,2023-06,1,0,0,0,0,Stabilisation,-0.1,-0.2,-0.4,0.1,133.427,116.944,134.464,3085051394.0,11759569919.0,3194355218.0,4813400780.0,1050874738.0,3.3546471756275897,23.595008867591982,-2.909890963649908,525.3,50.38333333333333,-100.1985,50.40833333333333,-100.3968,50.35833333333333,-100.7943,6.6699,3.1807,-1.2122,7.8821,1.0192,0
2023-07-01,2023,7,July,3,2023-07,1,0,0,0,0,Stabilisation,99.9,100.0,99.1,100.9,133.53,114.419,136.366,2929183430.0,10976648348.0,2936915539.0,3979520091.0,979559842.0,2.4660908099022327,14.6440886523866,-10.835236855649889,524.6,50.291666666666664,98.6413,50.375,98.5112,50.23333333333333,97.2794,6.1177,4.239,3.8908,2.2269,-0.0762,0
2023-07-01,2023,7,July,3,2023-07,1,0,0,0,0,Stabilisation,0.1,0.1,0.4,0.1,133.53,114.419,136.366,2929183430.0,10976648348.0,2936915539.0,3979520091.0,979559842.0,2.4660908099022327,14.6440886523866,-10.835236855649889,524.6,50.30833333333334,-99.8012,50.39166666666667,-99.8016,50.28333333333333,-99.2045,6.1177,4.239,3.8908,2.2269,-0.0762,0
2023-08-01,2023,8,August,3,2023-08,1,0,0,0,0,Stabilisation,99.7,99.8,99.6,99.4,134.027,116.084,136.702,2909545850.0,9230781270.0,2598717946.0,3646534347.0,1249096855.0,5.268814601172678,1.756203313694571,-19.567014752339528,525.0,50.175000000000004,98.7045,50.26666666666667,98.5411,50.15,98.6042,4.2898,3.0941,3.472,0.8178,0.0191,0
2023-08-01,2023,8,August,3,2023-08,1,0,0,0,0,Stabilisation,-0.1,-0.1,-0.3,-0.1,134.027,116.084,136.702,2909545850.0,9230781270.0,2598717946.0,3646534347.0,1249096855.0,5.268814601172678,1.756203313694571,-19.567014752339528,525.0,50.166666666666664,-100.1993,50.25833333333333,-100.199,50.125,-100.5985,4.2898,3.0941,3.472,0.8178,0.0191,0
2023-09-01,2023,9,September,3,2023-09,1,0,0,0,0,Stabilisation,98.7,98.5,100.1,97.7,133.822,119.45,136.355,2943929100.0,10034336161.0,2812149042.0,3502194188.0,1142244633.0,10.664765463861835,28.757450386109173,-3.061233058053947,525.8,50.05833333333334,97.17,50.13333333333333,96.4761,50.09166666666667,99.8336,3.0058,4.386,2.859,0.1468,0.3244,0
2023-09-01,2023,9,September,3,2023-09,1,0,0,0,0,Stabilisation,0.1,0.1,0.2,-0.1,133.822,119.45,136.355,2943929100.0,10034336161.0,2812149042.0,3502194188.0,1142244633.0,10.664765463861835,28.757450386109173,-3.061233058053947,525.8,50.07500000000001,-99.8003,50.14166666666667,-99.8006,50.099999999999994,-99.6008,3.0058,4.386,2.859,0.1468,0.3244,0
2023-10-01,2023,10,October,4,2023-10,1,0,0,0,0,Stabilisation,99.3,99.4,100.6,98.5,134.004,120.538,136.057,3283262123.0,12184938979.0,2894807572.0,3623187961.0,1520834663.0,24.822176074289672,37.373998225583314,3.436215704888368,524.5,49.916666666666664,98.9316,49.975,98.8994,50.06666666666666,100.9321,1.7131,4.6446,0.8517,0.8614,0.0572,0
2023-10-01,2023,10,October,4,2023-10,1,0,0,0,0,Stabilisation,0.1,0.0,0.2,-0.1,134.004,120.538,136.057,3283262123.0,12184938979.0,2894807572.0,3623187961.0,1520834663.0,24.822176074289672,37.373998225583314,3.436215704888368,524.5,49.925000000000004,-99.7997,49.975,-100.0,50.09166666666667,-99.6007,1.7131,4.6446,0.8517,0.8614,0.0572,0
2023-11-01,2023,11,November,4,2023-11,1,0,0,0,0,Stabilisation,0.0,0.0,0.1,0.0,134.426,120.124,133.691,3266352708.0,11695332988.2,2845043834.8,3583441366.6,1451509264.0,11.451755814712318,,,524.8,49.925000000000004,-100.0,49.96666666666667,-100.0,50.09166666666666,-99.8004,1.1224,2.9084,-1.2483,2.3707,0.1336,0
2023-11-01,2023,11,November,4,2023-11,1,0,0,0,0,Stabilisation,100.8,100.9,100.9,99.5,134.426,120.124,133.691,3266352708.0,11205726997.4,2795280097.6,3543694772.2,1382183865.0,11.451755814712318,,,524.8,49.96666666666667,101.7345,49.98333333333333,101.8673,50.125,101.2968,1.1224,2.9084,-1.2483,2.3707,0.1336,0
2023-12-01,2023,12,December,4,2023-12,1,0,0,0,0,Stabilisation,0.1,0.0,-0.1,0.0,135.104,120.623,134.656,3224527345.3333335,10716121006.6,2745516360.4,3503948177.8,1312858466.0,,,,525.5,41.550000000000004,-99.7593,41.541666666666664,-100.0,41.699999999999996,-100.2398,1.2569,3.146,0.1428,1.1141,0.0381,0
2023-12-01,2023,12,December,4,2023-12,1,0,0,0,0,Stabilisation,97.4,97.0,95.5,96.3,135.104,120.623,134.656,3182701982.6666665,,,,,,,,525.5,49.675000000000004,96.0745,49.64166666666667,95.4004,49.69166666666666,92.1851,1.2569,3.146,0.1428,1.1141,0.0381,0
2024-01-01,2024,1,January,1,2024-01,1,0,0,0,0,Stabilisation,0.0,-0.1,-0.1,0.1,134.57,115.892,130.913,3140876620.0,9736909025.0,2645988886.0,3424454989.0,1174207668.0,19.66028125840917,,,529.5,41.35,-100.0,41.3,-100.2421,41.425,-100.2414,0.7789,1.2874,-3.9988,4.7777,0.934,0
2024-01-01,2024,1,January,1,2024-01,1,0,0,0,0,Stabilisation,100.5,99.8,100.0,97.9,134.57,115.892,130.913,3140876620.0,9736909025.0,2645988886.0,3424454989.0,1174207668.0,19.66028125840917,,,529.5,49.71666666666666,102.1455,49.60833333333334,101.1759,49.725,101.1061,0.7789,1.2874,-3.9988,4.7777,0.934,0
