date,year,year_month,era,category,category_disruption_score,import_dependency_pct
2019-09-01,2019,2019-09,Pre-COVID,Chemicals & Pharma,43.0,65.0
2019-09-01,2019,2019-09,Pre-COVID,Energy & Fuels,22.62,71.0
2019-09-01,2019,2019-09,Pre-COVID,Food & Drink,64.53,82.0
2019-09-01,2019,2019-09,Pre-COVID,Clothing,69.35,91.0
2019-09-01,2019,2019-09,Pre-COVID,Machinery & Industrial,8.03,78.0
2019-09-01,2019,2019-09,Pre-COVID,Chemicals & Pharma,43.0,65.0
2019-09-01,2019,2019-09,Pre-COVID,Energy & Fuels,22.62,71.0
2019-10-01,2019,2019-10,Pre-COVID,Food & Drink,60.81,82.0
2019-10-01,2019,2019-10,Pre-COVID,Clothing,69.72,91.0
2019-10-01,2019,2019-10,Pre-COVID,Machinery & Industrial,11.67,78.0
2019-10-01,2019,2019-10,Pre-COVID,Chemicals & Pharma,43.0,65.0
2019-10-01,2019,2019-10,Pre-COVID,Energy & Fuels,20.05,71.0
2019-10-01,2019,2019-10,Pre-COVID,Food & Drink,23.91,82.0
2019-10-01,2019,2019-10,Pre-COVID,Clothing,28.77,91.0
2019-10-01,2019,2019-10,Pre-COVID,Machinery & Industrial,11.67,78.0
2019-10-01,2019,2019-10,Pre-COVID,Chemicals & Pharma,43.0,65.0
2019-10-01,2019,2019-10,Pre-COVID,Energy & Fuels,20.05,71.0
2019-11-01,2019,2019-11,Pre-COVID,Food & Drink,67.95,82.0
2019-11-01,2019,2019-11,Pre-COVID,Clothing,63.18,91.0
2019-11-01,2019,2019-11,Pre-COVID,Machinery & Industrial,45.6,78.0
2019-11-01,2019,2019-11,Pre-COVID,Chemicals & Pharma,43.0,65.0
2019-11-01,2019,2019-11,Pre-COVID,Energy & Fuels,20.13,71.0
2019-11-01,2019,2019-11,Pre-COVID,Food & Drink,31.05,82.0
2019-11-01,2019,2019-11,Pre-COVID,Clothing,22.23,91.0
2019-11-01,2019,2019-11,Pre-COVID,Machinery & Industrial,45.6,78.0
2019-11-01,2019,2019-11,Pre-COVID,Chemicals & Pharma,43.0,65.0
2019-11-01,2019,2019-11,Pre-COVID,Energy & Fuels,20.13,71.0
2019-12-01,2019,2019-12,Pre-COVID,Food & Drink,21.11,82.0
2019-12-01,2019,2019-12,Pre-COVID,Clothing,21.18,91.0
2019-12-01,2019,2019-12,Pre-COVID,Machinery & Industrial,45.6,78.0
2019-12-01,2019,2019-12,Pre-COVID,Chemicals & Pharma,43.0,65.0
2019-12-01,2019,2019-12,Pre-COVID,Energy & Fuels,20.35,71.0
2019-12-01,2019,2019-12,Pre-COVID,Food & Drink,58.01,82.0
2019-12-01,2019,2019-12,Pre-COVID,Clothing,62.13,91.0
2019-12-01,2019,2019-12,Pre-COVID,Machinery & Industrial,45.6,78.0
2019-12-01,2019,2019-12,Pre-COVID,Chemicals & Pharma,43.0,65.0
2019-12-01,2019,2019-12,Pre-COVID,Energy & Fuels,20.35,71.0
2020-01-01,2020,2020-01,Pre-COVID,Food & Drink,67.0,82.0
2020-01-01,2020,2020-01,Pre-COVID,Clothing,61.55,91.0
2020-01-01,2020,2020-01,Pre-COVID,Machinery & Industrial,45.6,78.0
2020-01-01,2020,2020-01,Pre-COVID,Chemicals & Pharma,43.0,65.0
2020-01-01,2020,2020-01,Pre-COVID,Energy & Fuels,19.83,71.0
2020-01-01,2020,2020-01,Pre-COVID,Food & Drink,30.1,82.0
2020-01-01,2020,2020-01,Pre-COVID,Clothing,20.6,91.0
2020-01-01,2020,2020-01,Pre-COVID,Machinery & Industrial,45.6,78.0
2020-01-01,2020,2020-01,Pre-COVID,Chemicals & Pharma,43.0,65.0
2020-01-01,2020,2020-01,Pre-COVID,Energy & Fuels,19.83,71.0
2020-02-01,2020,2020-02,Pre-COVID,Food & Drink,66.91,82.0
2020-02-01,2020,2020-02,Pre-COVID,Clothing,71.95,91.0
2020-02-01,2020,2020-02,Pre-COVID,Machinery & Industrial,15.75,78.0
2020-02-01,2020,2020-02,Pre-COVID,Chemicals & Pharma,43.0,65.0
2020-02-01,2020,2020-02,Pre-COVID,Energy & Fuels,18.96,71.0
2020-02-01,2020,2020-02,Pre-COVID,Food & Drink,30.01,82.0
2020-02-01,2020,2020-02,Pre-COVID,Clothing,31.0,91.0
2020-02-01,2020,2020-02,Pre-COVID,Machinery & Industrial,15.75,78.0
2020-02-01,2020,2020-02,Pre-COVID,Chemicals & Pharma,43.0,65.0
2020-02-01,2020,2020-02,Pre-COVID,Energy & Fuels,18.96,71.0
2020-03-01,2020,2020-03,COVID Period,Food & Drink,27.92,82.0
2020-03-01,2020,2020-03,COVID Period,Clothing,25.55,91.0
2020-03-01,2020,2020-03,COVID Period,Machinery & Industrial,16.76,78.0
2020-03-01,2020,2020-03,COVID Period,Chemicals & Pharma,43.0,65.0
2020-03-01,2020,2020-03,COVID Period,Energy & Fuels,20.97,71.0
2020-03-01,2020,2020-03,COVID Period,Food & Drink,64.82,82.0
2020-03-01,2020,2020-03,COVID Period,Clothing,66.5,91.0
2020-03-01,2020,2020-03,COVID Period,Machinery & Industrial,16.76,78.0
2020-03-01,2020,2020-03,COVID Period,Chemicals & Pharma,43.0,65.0
2020-03-01,2020,2020-03,COVID Period,Energy & Fuels,20.97,71.0
2020-04-01,2020,2020-04,COVID Period,Food & Drink,68.48,82.0
2020-04-01,2020,2020-04,COVID Period,Clothing,70.92,91.0
2020-04-01,2020,2020-04,COVID Period,Machinery & Industrial,22.2,78.0
2020-04-01,2020,2020-04,COVID Period,Chemicals & Pharma,43.0,65.0
2020-04-01,2020,2020-04,COVID Period,Energy & Fuels,21.18,71.0
2020-04-01,2020,2020-04,COVID Period,Food & Drink,31.58,82.0
2020-04-01,2020,2020-04,COVID Period,Clothing,29.97,91.0
2020-04-01,2020,2020-04,COVID Period,Machinery & Industrial,22.2,78.0
2020-04-01,2020,2020-04,COVID Period,Chemicals & Pharma,43.0,65.0
2020-04-01,2020,2020-04,COVID Period,Energy & Fuels,21.18,71.0
2020-05-01,2020,2020-05,COVID Period,Food & Drink,29.97,82.0
2020-05-01,2020,2020-05,COVID Period,Clothing,28.34,91.0
2020-05-01,2020,2020-05,COVID Period,Machinery & Industrial,22.2,78.0
2020-05-01,2020,2020-05,COVID Period,Chemicals & Pharma,43.0,65.0
2020-05-01,2020,2020-05,COVID Period,Energy & Fuels,20.44,71.0
2020-05-01,2020,2020-05,COVID Period,Food & Drink,66.87,82.0
2020-05-01,2020,2020-05,COVID Period,Clothing,69.29,91.0
2020-05-01,2020,2020-05,COVID Period,Machinery & Industrial,22.2,78.0
2020-05-01,2020,2020-05,COVID Period,Chemicals & Pharma,43.0,65.0
2020-05-01,2020,2020-05,COVID Period,Energy & Fuels,20.44,71.0
2020-06-01,2020,2020-06,COVID Period,Food & Drink,27.72,82.0
2020-06-01,2020,2020-06,COVID Period,Clothing,25.63,91.0
2020-06-01,2020,2020-06,COVID Period,Machinery & Industrial,18.37,78.0
2020-06-01,2020,2020-06,COVID Period,Chemicals & Pharma,43.0,65.0
2020-06-01,2020,2020-06,COVID Period,Energy & Fuels,20.31,71.0
2020-06-01,2020,2020-06,COVID Period,Food & Drink,64.62,82.0
2020-06-01,2020,2020-06,COVID Period,Clothing,66.58,91.0
2020-06-01,2020,2020-06,COVID Period,Machinery & Industrial,18.37,78.0
2020-06-01,2020,2020-06,COVID Period,Chemicals & Pharma,43.0,65.0
2020-06-01,2020,2020-06,COVID Period,Energy & Fuels,20.31,71.0
2020-07-01,2020,2020-07,COVID Period,Food & Drink,26.88,82.0
