CommoditySitcId,SitcCode,Sitc1Code,Sitc2Code,Sitc3Code,Sitc4Code,Sitc1Desc,Sitc2Desc,Sitc3Desc,Sitc4Desc,SitcDesc
0,00,0,00,,,Food & live animals,Live animals other than animals of division 03,,,Live animals other than animals of division 03
1,01,0,01,,,Food & live animals,Meat & meat preparations,,,Meat & meat preparations
2,02,0,02,,,Food & live animals,Dairy products & birds' eggs,,,Dairy products & birds' eggs
3,03,0,03,,,Food & live animals,"Fish,crustaceans,molluscs & aq.inverts & preps thereof",,,"Fish,crustaceans,molluscs & aq.inverts & preps thereof"
4,04,0,04,,,Food & live animals,Cereals & cereal preparations,,,Cereals & cereal preparations
5,05,0,05,,,Food & live animals,Vegetables & fruit,,,Vegetables & fruit
6,06,0,06,,,Food & live animals,"Sugar, sugar preparations & honey",,,"Sugar, sugar preparations & honey"
7,07,0,07,,,Food & live animals,"Coffee, tea, cocoa, spices & manufactures thereof",,,"Coffee, tea, cocoa, spices & manufactures thereof"
8,08,0,08,,,Food & live animals,Feeding stuff for animals (not inc.unmilled cereals),,,Feeding stuff for animals (not inc.unmilled cereals)
9,09,0,09,,,Food & live animals,Miscellaneous edible products & preparations,,,Miscellaneous edible products & preparations
11,11,1,11,,,Beverages & tobacco,Beverages,,,Beverages
12,12,1,12,,,Beverages & tobacco,Tobacco & tobacco manufactures,,,Tobacco & tobacco manufactures
21,21,2,21,,,"Crude materials, inedible, except fuels","Hides, skins & furskins, raw",,,"Hides, skins & furskins, raw"
22,22,2,22,,,"Crude materials, inedible, except fuels",Oil seeds & oleaginous fruits,,,Oil seeds & oleaginous fruits
23,23,2,23,,,"Crude materials, inedible, except fuels",Crude rubber (including synthetic & reclaimed),,,Crude rubber (including synthetic & reclaimed)
24,24,2,24,,,"Crude materials, inedible, except fuels",Cork & wood,,,Cork & wood
25,25,2,25,,,"Crude materials, inedible, except fuels",Pulp & waste paper,,,Pulp & waste paper
26,26,2,26,,,"Crude materials, inedible, except fuels",Textile fibres not manufactured & their waste etc,,,Textile fibres not manufactured & their waste etc
27,27,2,27,,,"Crude materials, inedible, except fuels",Crude fertilizers & crude minerals (exc fuels etc),,,Crude fertilizers & crude minerals (exc fuels etc)
28,28,2,28,,,"Crude materials, inedible, except fuels",Metalliferous ores & metal scrap,,,Metalliferous ores & metal scrap
29,29,2,29,,,"Crude materials, inedible, except fuels",Crude animal & vegetable materials n.e.s.,,,Crude animal & vegetable materials n.e.s.
32,32,3,32,,,"Mineral fuels, lubricants & related materials","Coal, coke & briquettes",,,"Coal, coke & briquettes"
33,33,3,33,,,"Mineral fuels, lubricants & related materials","Petroleum, petroleum products & related materials",,,"Petroleum, petroleum products & related materials"
34,34,3,34,,,"Mineral fuels, lubricants & related materials","Gas, natural & manufactured",,,"Gas, natural & manufactured"
35,35,3,35,,,"Mineral fuels, lubricants & related materials",Electric current,,,Electric current
41,41,4,41,,,"Animal & vegetable oils, fats & waxes",Animal oils & fats,,,Animal oils & fats
42,42,4,42,,,"Animal & vegetable oils, fats & waxes","Fixed vegetable fats & oils, crude,refined,fractionated",,,"Fixed vegetable fats & oils, crude,refined,fractionated"
43,43,4,43,,,"Animal & vegetable oils, fats & waxes","Animal or vegetable fats & oils, processed, & waxes",,,"Animal or vegetable fats & oils, processed, & waxes"
51,51,5,51,,,"Chemicals & related products, nes",Organic chemicals,,,Organic chemicals
52,52,5,52,,,"Chemicals & related products, nes",Inorganic chemicals,,,Inorganic chemicals
53,53,5,53,,,"Chemicals & related products, nes","Dyeing, tanning & colouring materials",,,"Dyeing, tanning & colouring materials"
54,54,5,54,,,"Chemicals & related products, nes",Medicinal & pharmaceutical products,,,Medicinal & pharmaceutical products
55,55,5,55,,,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,,,Essential oils & perfume materials; toilet preps etc
56,56,5,56,,,"Chemicals & related products, nes",Fertilizers (other than those of group 272),,,Fertilizers (other than those of group 272)
57,57,5,57,,,"Chemicals & related products, nes",Plastics in primary forms,,,Plastics in primary forms
58,58,5,58,,,"Chemicals & related products, nes",Plastics in non-primary forms,,,Plastics in non-primary forms
59,59,5,59,,,"Chemicals & related products, nes",Chemical materials & products n.e.s.,,,Chemical materials & products n.e.s.
61,61,6,61,,,Manufactured goods classified chiefly by material,"Leather, leather manufactures n.e.s & dressed furskins",,,"Leather, leather manufactures n.e.s & dressed furskins"
62,62,6,62,,,Manufactured goods classified chiefly by material,Rubber manufactures n.e.s.,,,Rubber manufactures n.e.s.
63,63,6,63,,,Manufactured goods classified chiefly by material,Cork & wood manufactures (excluding furniture),,,Cork & wood manufactures (excluding furniture)
64,64,6,64,,,Manufactured goods classified chiefly by material,"Paper, paperboard & manufactures thereof",,,"Paper, paperboard & manufactures thereof"
65,65,6,65,,,Manufactured goods classified chiefly by material,"Textile yarn, fabrics, made up articles etc",,,"Textile yarn, fabrics, made up articles etc"
66,66,6,66,,,Manufactured goods classified chiefly by material,Non-metallic mineral manufactures n.e.s.,,,Non-metallic mineral manufactures n.e.s.
67,67,6,67,,,Manufactured goods classified chiefly by material,Iron & steel,,,Iron & steel
68,68,6,68,,,Manufactured goods classified chiefly by material,Non-ferrous metals,,,Non-ferrous metals
69,69,6,69,,,Manufactured goods classified chiefly by material,Manufactures of metal n.e.s.,,,Manufactures of metal n.e.s.
71,71,7,71,,,Machinery & transport equipment,Power generating machinery & equipment,,,Power generating machinery & equipment
72,72,7,72,,,Machinery & transport equipment,Machinery specialized for particular industries,,,Machinery specialized for particular industries
73,73,7,73,,,Machinery & transport equipment,Metalworking machinery,,,Metalworking machinery
74,74,7,74,,,Machinery & transport equipment,General industrial machinery & eqp. & machine pt.n.e.s.,,,General industrial machinery & eqp. & machine pt.n.e.s.
75,75,7,75,,,Machinery & transport equipment,Office machines & adp machines,,,Office machines & adp machines
76,76,7,76,,,Machinery & transport equipment,Telecomms & sound recording & reproducing app. & eqp.,,,Telecomms & sound recording & reproducing app. & eqp.
77,77,7,77,,,Machinery & transport equipment,"Ele machinery, app & appliances & ele pt thereof n.e.s.",,,"Ele machinery, app & appliances & ele pt thereof n.e.s."
78,78,7,78,,,Machinery & transport equipment,Road vehicles (including air cushion vehicles),,,Road vehicles (including air cushion vehicles)
79,79,7,79,,,Machinery & transport equipment,Other transport equipment,,,Other transport equipment
81,81,8,81,,,Miscellaneous manufactured articles,"P/fab buildings;sanit.,plumbing,heating &lighting fixt.",,,"P/fab buildings;sanit.,plumbing,heating &lighting fixt."
82,82,8,82,,,Miscellaneous manufactured articles,"Furniture & parts thereof; bedding, mattresses etc",,,"Furniture & parts thereof; bedding, mattresses etc"
83,83,8,83,,,Miscellaneous manufactured articles,"Travel goods, handbags & similar containers",,,"Travel goods, handbags & similar containers"
84,84,8,84,,,Miscellaneous manufactured articles,Articles of apparel & clothing accessories,,,Articles of apparel & clothing accessories
85,85,8,85,,,Miscellaneous manufactured articles,Footwear,,,Footwear
87,87,8,87,,,Miscellaneous manufactured articles,"Professional, scientific & controlling ins & app n.e.s.",,,"Professional, scientific & controlling ins & app n.e.s."
88,88,8,88,,,Miscellaneous manufactured articles,"Photographic & optical goods, n.e.s.; watches & clocks",,,"Photographic & optical goods, n.e.s.; watches & clocks"
89,89,8,89,,,Miscellaneous manufactured articles,Miscellaneous manufactured articles n.e.s.,,,Miscellaneous manufactured articles n.e.s.
91,91,9,91,,,Commodities/transactions not class'd elsewhere in SITC,Postal packages not classified according to kind,,,Postal packages not classified according to kind
93,93,9,93,,,Commodities/transactions not class'd elsewhere in SITC,Special transactions and commodities not classified according to kind,,,Special transactions and commodities not classified according to kind
96,96,9,96,,,Commodities/transactions not class'd elsewhere in SITC,"Coin (other than gold coin), not being of legal tender",,,"Coin (other than gold coin), not being of legal tender"
97,97,9,97,,,Commodities/transactions not class'd elsewhere in SITC,"Gold, non-monetary (exc gold ores and concentrates) and gold coin not of legal tender",,,"Gold, non-monetary (exc gold ores and concentrates) and gold coin not of legal tender"
98,98,9,98,,,Commodities/transactions not class'd elsewhere in SITC,Military arms and ammunition,,,Military arms and ammunition
99,99,9,99,,,Commodities/transactions not class'd elsewhere in SITC,Estimates not elsewhere classified,,,Estimates not elsewhere classified
100,00100,0,00,00100,00100,Food & live animals,Live animals other than animals of division 03,Live animals other than animals of division 03,,Live animals other than animals of division 03
111,00111,0,00,00100,00110,Food & live animals,Live animals other than animals of division 03,Live animals other than animals of division 03,"Bovine animals, live",Pure bred breeding animals
119,00119,0,00,00100,00110,Food & live animals,Live animals other than animals of division 03,Live animals other than animals of division 03,"Bovine animals, live",Other than pure bred breeding animals
121,00121,0,00,00100,00120,Food & live animals,Live animals other than animals of division 03,Live animals other than animals of division 03,"Sheep and goats, live","Sheep, live"
122,00122,0,00,00100,00120,Food & live animals,Live animals other than animals of division 03,Live animals other than animals of division 03,"Sheep and goats, live","Goats, live"
131,00131,0,00,00100,00130,Food & live animals,Live animals other than animals of division 03,Live animals other than animals of division 03,"Swine, live",Pure bred breeding animals
139,00139,0,00,00100,00130,Food & live animals,Live animals other than animals of division 03,Live animals other than animals of division 03,"Swine, live",Other than pure bred breeding animals
141,00141,0,00,00100,00140,Food & live animals,Live animals other than animals of division 03,Live animals other than animals of division 03,"Poultry, live (ie fowls of the species gallus domesticus, ducks, geese, turkeys and guinea fowls)","Poultry, live (ie guinea fowls, fowls of species gallus domesticus, ducks, geese & turkeys): wgt nmt 185 gm"
149,00149,0,00,00100,00140,Food & live animals,Live animals other than animals of division 03,Live animals other than animals of division 03,"Poultry, live (ie fowls of the species gallus domesticus, ducks, geese, turkeys and guinea fowls)","Poultry, live (ie guinea fowls, fowls of species gallus domesticus, ducks, geese & turkeys): wgt m/t 185 gm"
150,00150,0,00,00100,00150,Food & live animals,Live animals other than animals of division 03,Live animals other than animals of division 03,"Horses, asses, mules and hinnies live","Horses, asses, mules and hinnies live"
151,00151,0,00,00100,00150,Food & live animals,Live animals other than animals of division 03,Live animals other than animals of division 03,"Horses, asses, mules and hinnies, live",Horses
152,00152,0,00,00100,00150,Food & live animals,Live animals other than animals of division 03,Live animals other than animals of division 03,"Horses, asses, mules and hinnies, live","Asses, mules and hinnies"
190,00190,0,00,00100,00190,Food & live animals,Live animals other than animals of division 03,Live animals other than animals of division 03,"Live animals, nes","Live animals, nes"
1100,01100,0,01,01100,01100,Food & live animals,Meat & meat preparations,"Meat of bovine animals, fresh, chilled or frozen",,"Meat of bovine animals, fresh, chilled or frozen"
1111,01111,0,01,01100,01110,Food & live animals,Meat & meat preparations,"Meat of bovine animals, fresh, chilled or frozen","Meat of bovine animals, fresh or chilled","Meat of bovine animals, with bone in, fresh or chilled"
1112,01112,0,01,01100,01110,Food & live animals,Meat & meat preparations,"Meat of bovine animals, fresh, chilled or frozen","Meat of bovine animals, fresh or chilled","Meat of bovine animals, boneless, fresh or chilled"
1121,01121,0,01,01100,01120,Food & live animals,Meat & meat preparations,"Meat of bovine animals, fresh, chilled or frozen","Meat of bovine animals, frozen","Meat of bovine animals, with bone in, frozen"
1122,01122,0,01,01100,01120,Food & live animals,Meat & meat preparations,"Meat of bovine animals, fresh, chilled or frozen","Meat of bovine animals, frozen","Meat of bovine animals, boneless, frozen"
1200,01200,0,01,01200,01200,Food & live animals,Meat & meat preparations,"Other meat & edible meat offal, fresh, chilled or frozen (exc meat & meat offal unfit for human consumption)",,"Other meat & edible meat offal, fresh, chilled or frozen (exc meat & meat offal unfit for human consumption)"
1211,01211,0,01,01200,01210,Food & live animals,Meat & meat preparations,"Other meat & edible meat offal, fresh, chilled or frozen (exc meat & meat offal unfit for human consumption)","Meat of sheep or goats, fresh, chilled or frozen","Meat of sheep, fresh or chilled"
1212,01212,0,01,01200,01210,Food & live animals,Meat & meat preparations,"Other meat & edible meat offal, fresh, chilled or frozen (exc meat & meat offal unfit for human consumption)","Meat of sheep or goats, fresh, chilled or frozen","Meat of sheep, frozen"
1213,01213,0,01,01200,01210,Food & live animals,Meat & meat preparations,"Other meat & edible meat offal, fresh, chilled or frozen (exc meat & meat offal unfit for human consumption)","Meat of sheep or goats, fresh, chilled or frozen","Meat of goats, fresh, chilled or frozen"
1221,01221,0,01,01200,01220,Food & live animals,Meat & meat preparations,"Other meat & edible meat offal, fresh, chilled or frozen (exc meat & meat offal unfit for human consumption)","Meat of swine, fresh, chilled or frozen","Meat of swine, fresh or chilled"
1222,01222,0,01,01200,01220,Food & live animals,Meat & meat preparations,"Other meat & edible meat offal, fresh, chilled or frozen (exc meat & meat offal unfit for human consumption)","Meat of swine, fresh, chilled or frozen","Meat of swine, frozen"
1231,01231,0,01,01200,01230,Food & live animals,Meat & meat preparations,"Other meat & edible meat offal, fresh, chilled or frozen (exc meat & meat offal unfit for human consumption)","Meat and edible offal of the poultry of heading 001.40, fresh, chilled or frozen","Poultry not cut in pieces, fresh or chilled"
1232,01232,0,01,01200,01230,Food & live animals,Meat & meat preparations,"Other meat & edible meat offal, fresh, chilled or frozen (exc meat & meat offal unfit for human consumption)","Meat and edible offal of the poultry of heading 001.40, fresh, chilled or frozen","Poultry not cut in pieces, frozen"
1233,01233,0,01,01200,01230,Food & live animals,Meat & meat preparations,"Other meat & edible meat offal, fresh, chilled or frozen (exc meat & meat offal unfit for human consumption)","Meat and edible offal of the poultry of heading 001.40, fresh, chilled or frozen","Fatty livers of geese or ducks, fresh or chilled"
1234,01234,0,01,01200,01230,Food & live animals,Meat & meat preparations,"Other meat & edible meat offal, fresh, chilled or frozen (exc meat & meat offal unfit for human consumption)","Meat and edible offal of the poultry of heading 001.40, fresh, chilled or frozen","Poultry cuts and other offal, fresh or chilled"
1235,01235,0,01,01200,01230,Food & live animals,Meat & meat preparations,"Other meat & edible meat offal, fresh, chilled or frozen (exc meat & meat offal unfit for human consumption)","Meat and edible offal of the poultry of heading 001.40, fresh, chilled or frozen","Poultry cuts and offal, frozen"
1236,01236,0,01,01200,01230,Food & live animals,Meat & meat preparations,"Other meat & edible meat offal, fresh, chilled or frozen (exc meat & meat offal unfit for human consumption)","Meat and edible offal of the poultry of heading 001.40, fresh, chilled or frozen","Poultry livers, frozen"
1240,01240,0,01,01200,01240,Food & live animals,Meat & meat preparations,"Other meat & edible meat offal, fresh, chilled or frozen (exc meat & meat offal unfit for human consumption)","Meat of horses, asses, mules or hinnies, fresh, chilled or frozen","Meat of horses, asses, mules or hinnies, fresh, chilled or frozen"
1251,01251,0,01,01200,01250,Food & live animals,Meat & meat preparations,"Other meat & edible meat offal, fresh, chilled or frozen (exc meat & meat offal unfit for human consumption)","Edible offal of bovine animals,swine,sheep,goats, horses, asses, mules or hinnies, fresh chilled or frozen","Edible offal of bovine animals, fresh or chilled"
1252,01252,0,01,01200,01250,Food & live animals,Meat & meat preparations,"Other meat & edible meat offal, fresh, chilled or frozen (exc meat & meat offal unfit for human consumption)","Edible offal of bovine animals,swine,sheep,goats, horses, asses, mules or hinnies, fresh chilled or frozen","Edible offal of bovine animals, frozen"
1253,01253,0,01,01200,01250,Food & live animals,Meat & meat preparations,"Other meat & edible meat offal, fresh, chilled or frozen (exc meat & meat offal unfit for human consumption)","Edible offal of bovine animals,swine,sheep,goats, horses, asses, mules or hinnies, fresh chilled or frozen","Edible offal of swine, fresh or chilled"
1254,01254,0,01,01200,01250,Food & live animals,Meat & meat preparations,"Other meat & edible meat offal, fresh, chilled or frozen (exc meat & meat offal unfit for human consumption)","Edible offal of bovine animals,swine,sheep,goats, horses, asses, mules or hinnies, fresh chilled or frozen","Edible offal of swine, frozen"
1255,01255,0,01,01200,01250,Food & live animals,Meat & meat preparations,"Other meat & edible meat offal, fresh, chilled or frozen (exc meat & meat offal unfit for human consumption)","Edible offal of bovine animals,swine,sheep,goats, horses, asses, mules or hinnies, fresh chilled or frozen","Edible offal of sheep, goats, horses, asses, mules or hinnies, fresh or chilled"
1256,01256,0,01,01200,01250,Food & live animals,Meat & meat preparations,"Other meat & edible meat offal, fresh, chilled or frozen (exc meat & meat offal unfit for human consumption)","Edible offal of bovine animals,swine,sheep,goats, horses, asses, mules or hinnies, fresh chilled or frozen","Edible offal of sheep, goats, horses, asses, mules or hinnies, frozen"
1291,01291,0,01,01200,01290,Food & live animals,Meat & meat preparations,"Other meat & edible meat offal, fresh, chilled or frozen (exc meat & meat offal unfit for human consumption)","Meat and edible meat offal, fresh, chilled or frozen, nes",Meat and edible meat offal of rabbits or hares
1292,01292,0,01,01200,01290,Food & live animals,Meat & meat preparations,"Other meat & edible meat offal, fresh, chilled or frozen (exc meat & meat offal unfit for human consumption)","Meat and edible meat offal, fresh, chilled or frozen, nes",Frogs' legs
1293,01293,0,01,01200,01290,Food & live animals,Meat & meat preparations,"Other meat & edible meat offal, fresh, chilled or frozen (exc meat & meat offal unfit for human consumption)","Meat and edible meat offal, fresh, chilled or frozen, nes",Snails (other than sea snails)
1299,01299,0,01,01200,01290,Food & live animals,Meat & meat preparations,"Other meat & edible meat offal, fresh, chilled or frozen (exc meat & meat offal unfit for human consumption)","Meat and edible meat offal, fresh, chilled or frozen, nes","Other meat and edible meat offal, fresh, chilled or frozen"
1600,01600,0,01,01600,01600,Food & live animals,Meat & meat preparations,"Meat & edible meat offal, salted, in brine, dried or smoked; edible flours & meals of meat or meat offal",,"Meat & edible meat offal, salted, in brine, dried or smoked; edible flours & meals of meat or meat offal"
1611,01611,0,01,01600,01610,Food & live animals,Meat & meat preparations,"Meat & edible meat offal, salted, in brine, dried or smoked; edible flours & meals of meat or meat offal","Bacon, ham and other dried, salted or smoked meat of swine","Hams, shoulders and cuts thereof, with bone in, salted, in brine, dried or smoked"
1612,01612,0,01,01600,01610,Food & live animals,Meat & meat preparations,"Meat & edible meat offal, salted, in brine, dried or smoked; edible flours & meals of meat or meat offal","Bacon, ham and other dried, salted or smoked meat of swine","Bellies (streaky) and cuts thereof, salted, in brine, dried or smoked"
1619,01619,0,01,01600,01610,Food & live animals,Meat & meat preparations,"Meat & edible meat offal, salted, in brine, dried or smoked; edible flours & meals of meat or meat offal","Bacon, ham and other dried, salted or smoked meat of swine","Other dried, salted or smoked meat of swine"
1681,01681,0,01,01600,01680,Food & live animals,Meat & meat preparations,"Meat & edible meat offal, salted, in brine, dried or smoked; edible flours & meals of meat or meat offal","Meat & edible meat offal(o/t meat of swine)salted, in brine,dried/smkd;edible flours/meals of meat/meat offal","Meat of bovine animals, salted, in brine, dried or smoked"
1689,01689,0,01,01600,01680,Food & live animals,Meat & meat preparations,"Meat & edible meat offal, salted, in brine, dried or smoked; edible flours & meals of meat or meat offal","Meat & edible meat offal(o/t meat of swine)salted, in brine,dried/smkd;edible flours/meals of meat/meat offal",Other meat and edible meat offal of heading 016.80
1700,01700,0,01,01700,01700,Food & live animals,Meat & meat preparations,"Meat and edible meat offal, prepared or preserved, nes",,"Meat and edible meat offal, prepared or preserved, nes"
1710,01710,0,01,01700,01710,Food & live animals,Meat & meat preparations,"Meat and edible meat offal, prepared or preserved, nes","Extracts and juices of meat, fish or crustaceans, molluscs or other aquatic invertebrates","Extracts and juices of meat, fish or crustaceans, molluscs or other aquatic invertebrates"
1720,01720,0,01,01700,01720,Food & live animals,Meat & meat preparations,"Meat and edible meat offal, prepared or preserved, nes","Sausages and similar products, of meat, meat offal or blood; food preparations based on these products","Sausages and similar products, of meat, meat offal or blood; food preparations based on these products"
1730,01730,0,01,01700,01730,Food & live animals,Meat & meat preparations,"Meat and edible meat offal, prepared or preserved, nes","Liver of any animal, prepared or preserved, nes","Liver of any animal, prepared or preserved, nes"
1740,01740,0,01,01700,01740,Food & live animals,Meat & meat preparations,"Meat and edible meat offal, prepared or preserved, nes","Meat and offal (other than liver) of poultry of heading 001.40, prepared or preserved, nes","Meat and offal (other than liver) of poultry of heading 001.40, prepared or preserved, nes"
1750,01750,0,01,01700,01750,Food & live animals,Meat & meat preparations,"Meat and edible meat offal, prepared or preserved, nes","Meat and offal (other than liver), of swine, prepared or preserved, nes","Meat and offal (other than liver), of swine, prepared or preserved, nes"
1760,01760,0,01,01700,01760,Food & live animals,Meat & meat preparations,"Meat and edible meat offal, prepared or preserved, nes","Meat and offal (other than liver), of bovine animals, prepared or preserved, nes","Meat and offal (other than liver), of bovine animals, prepared or preserved, nes"
1790,01790,0,01,01700,01790,Food & live animals,Meat & meat preparations,"Meat and edible meat offal, prepared or preserved, nes",Other prepared or preserved meat or meat offal (inc preparations of blood of any animal),Other prepared or preserved meat or meat offal (inc preparations of blood of any animal)
2200,02200,0,02,02200,02200,Food & live animals,Dairy products & birds' eggs,Milk and cream and milk products other than butter or cheese,,Milk and cream and milk products other than butter or cheese
2211,02211,0,02,02200,02210,Food & live animals,Dairy products & birds' eggs,Milk and cream and milk products other than butter or cheese,"Milk (including skimmed milk) and cream, not concentrated or sweetened","Milk of a fat content, by weight, not exceeding 1%"
2212,02212,0,02,02200,02210,Food & live animals,Dairy products & birds' eggs,Milk and cream and milk products other than butter or cheese,"Milk (including skimmed milk) and cream, not concentrated or sweetened","Milk and cream, of a fat content, by weight, exceeding 1% but not exceeding 6%"
2213,02213,0,02,02200,02210,Food & live animals,Dairy products & birds' eggs,Milk and cream and milk products other than butter or cheese,"Milk (including skimmed milk) and cream, not concentrated or sweetened","Cream of a fat content, by weight, exceeding 6%"
2221,02221,0,02,02200,02220,Food & live animals,Dairy products & birds' eggs,Milk and cream and milk products other than butter or cheese,"Milk and cream, concentrated or sweetened","Milk, in solid form, of a fat content, by weight, not exceeding 1.5%"
2222,02222,0,02,02200,02220,Food & live animals,Dairy products & birds' eggs,Milk and cream and milk products other than butter or cheese,"Milk and cream, concentrated or sweetened","Milk and cream, in solid form, of a fat content, by weight, exceeding 1.5%"
2223,02223,0,02,02200,02220,Food & live animals,Dairy products & birds' eggs,Milk and cream and milk products other than butter or cheese,"Milk and cream, concentrated or sweetened","Milk and cream, not in solid form, not containing added sugar or other sweetening matter"
2224,02224,0,02,02200,02220,Food & live animals,Dairy products & birds' eggs,Milk and cream and milk products other than butter or cheese,"Milk and cream, concentrated or sweetened","Milk and cream, not in solid form, containing added sugar or other sweetening matter"
2231,02231,0,02,02200,02230,Food & live animals,Dairy products & birds' eggs,Milk and cream and milk products other than butter or cheese,"Yogurt;buttermilk, curdled, fermented or acidified milk and cream; ice cream","Yogurt, concentrated/ctg added sugar or other sweetener/flavoured or ctg added fruit nuts or cocoa"
2232,02232,0,02,02200,02230,Food & live animals,Dairy products & birds' eggs,Milk and cream and milk products other than butter or cheese,"Yogurt;buttermilk, curdled, fermented or acidified milk and cream; ice cream","Buttermilk, curdled milk & cream, kephir & other fermented or acidified milk or cream"
2233,02233,0,02,02200,02230,Food & live animals,Dairy products & birds' eggs,Milk and cream and milk products other than butter or cheese,"Yogurt;buttermilk, curdled, fermented or acidified milk and cream; ice cream",Ice cream and other edible ice whether or not containing cocoa
2241,02241,0,02,02200,02240,Food & live animals,Dairy products & birds' eggs,Milk and cream and milk products other than butter or cheese,"Whey; products consisting of natural milk constituents, nes","Whey and modified whey,whether or not concentrated or containing added sugar or sweetening matter"
2249,02249,0,02,02200,02240,Food & live animals,Dairy products & birds' eggs,Milk and cream and milk products other than butter or cheese,"Whey; products consisting of natural milk constituents, nes","Products consisting of natural milk constituents, nes"
2300,02300,0,02,02300,02300,Food & live animals,Dairy products & birds' eggs,Butter and other fats and oils derived from milk,Butter and other fats and oils derived from milk,Butter and other fats and oils derived from milk
2400,02400,0,02,02400,02400,Food & live animals,Dairy products & birds' eggs,Cheese and curd,,Cheese and curd
2410,02410,0,02,02400,02410,Food & live animals,Dairy products & birds' eggs,Cheese and curd,"Grated or powdered cheese, of all kinds","Grated or powdered cheese, of all kinds"
2420,02420,0,02,02400,02420,Food & live animals,Dairy products & birds' eggs,Cheese and curd,"Processed cheese, not grated or powdered","Processed cheese, not grated or powdered"
2430,02430,0,02,02400,02430,Food & live animals,Dairy products & birds' eggs,Cheese and curd,Blue-veined cheese,Blue-veined cheese
2491,02491,0,02,02400,02490,Food & live animals,Dairy products & birds' eggs,Cheese and curd,Other cheese; curd,"Fresh(unripened or uncured)cheese,including whey cheese and curd"
2499,02499,0,02,02400,02490,Food & live animals,Dairy products & birds' eggs,Cheese and curd,Other cheese; curd,Cheese nes
2500,02500,0,02,02500,02500,Food & live animals,Dairy products & birds' eggs,"Birds' eggs, and egg yolks, fresh, dried or otherwise preserved, sweetened or not; egg albumin",,"Birds' eggs, and egg yolks, fresh, dried or otherwise preserved, sweetened or not; egg albumin"
2510,02510,0,02,02500,02510,Food & live animals,Dairy products & birds' eggs,"Birds' eggs, and egg yolks, fresh, dried or otherwise preserved, sweetened or not; egg albumin","Birds' eggs, in shell, fresh, preserved or cooked","Birds' eggs, in shell, fresh, preserved or cooked"
2521,02521,0,02,02500,02520,Food & live animals,Dairy products & birds' eggs,"Birds' eggs, and egg yolks, fresh, dried or otherwise preserved, sweetened or not; egg albumin","Birds' eggs, not in shell, and egg yolks","Birds' eggs, not in shell, and egg yolks: dried"
2522,02522,0,02,02500,02520,Food & live animals,Dairy products & birds' eggs,"Birds' eggs, and egg yolks, fresh, dried or otherwise preserved, sweetened or not; egg albumin","Birds' eggs, not in shell, and egg yolks","Birds' eggs, not in shell, and egg yolks: other than dried"
2530,02530,0,02,02500,02530,Food & live animals,Dairy products & birds' eggs,"Birds' eggs, and egg yolks, fresh, dried or otherwise preserved, sweetened or not; egg albumin",Egg albumin,Egg albumin
3400,03400,0,03,03400,03400,Food & live animals,"Fish,crustaceans,molluscs & aq.inverts & preps thereof","Fish, fresh (live or dead), chilled or frozen",,"Fish, fresh (live or dead), chilled or frozen"
3411,03411,0,03,03400,03410,Food & live animals,"Fish,crustaceans,molluscs & aq.inverts & preps thereof","Fish, fresh (live or dead), chilled or frozen","Fish, fresh (live or dead) or chilled (excluding fillets and minced fish)","Fish, live"
3412,03412,0,03,03400,03410,Food & live animals,"Fish,crustaceans,molluscs & aq.inverts & preps thereof","Fish, fresh (live or dead), chilled or frozen","Fish, fresh (live or dead) or chilled (excluding fillets and minced fish)","Salmonidae, fresh or chilled (excluding livers and roes)"
3413,03413,0,03,03400,03410,Food & live animals,"Fish,crustaceans,molluscs & aq.inverts & preps thereof","Fish, fresh (live or dead), chilled or frozen","Fish, fresh (live or dead) or chilled (excluding fillets and minced fish)","Flat fish, fresh or chilled (excluding livers and roes)"
3414,03414,0,03,03400,03410,Food & live animals,"Fish,crustaceans,molluscs & aq.inverts & preps thereof","Fish, fresh (live or dead), chilled or frozen","Fish, fresh (live or dead) or chilled (excluding fillets and minced fish)","Tunas, skipjack or stripe-bellied bonito, fresh or chilled, (excluding livers and roes)"
3415,03415,0,03,03400,03410,Food & live animals,"Fish,crustaceans,molluscs & aq.inverts & preps thereof","Fish, fresh (live or dead), chilled or frozen","Fish, fresh (live or dead) or chilled (excluding fillets and minced fish)","Herrings, sardines, sardinella, brislings or sprats, fresh or chilled (excluding livers and roes)"
3416,03416,0,03,03400,03410,Food & live animals,"Fish,crustaceans,molluscs & aq.inverts & preps thereof","Fish, fresh (live or dead), chilled or frozen","Fish, fresh (live or dead) or chilled (excluding fillets and minced fish)","Cod, fresh or chilled (excluding livers and roes)"
3417,03417,0,03,03400,03410,Food & live animals,"Fish,crustaceans,molluscs & aq.inverts & preps thereof","Fish, fresh (live or dead), chilled or frozen","Fish, fresh (live or dead) or chilled (excluding fillets and minced fish)","Mackerel (scombrids), fresh or chilled"
3418,03418,0,03,03400,03410,Food & live animals,"Fish,crustaceans,molluscs & aq.inverts & preps thereof","Fish, fresh (live or dead), chilled or frozen","Fish, fresh (live or dead) or chilled (excluding fillets and minced fish)","Other fish, fresh or chilled (excluding livers and roes)"
