CommoditySitcId,SitcCode,Sitc1Code,Sitc2Code,Sitc3Code,Sitc4Code,Sitc1Desc,Sitc2Desc,Sitc3Desc,Sitc4Desc,SitcDesc
53231,53231,5,53,53200,53230,"Chemicals & related products, nes","Dyeing, tanning & colouring materials","Dyeing and tanning extracts, and synthetic tanning materials",Synthetic organic tanning subs; inorganic tanning subs; tanning preparations; enzymatic preps for pre-tanning,Synthetic organic tanning substances
53232,53232,5,53,53200,53230,"Chemicals & related products, nes","Dyeing, tanning & colouring materials","Dyeing and tanning extracts, and synthetic tanning materials",Synthetic organic tanning subs; inorganic tanning subs; tanning preparations; enzymatic preps for pre-tanning,"Inorganic tanning subs; tanning prp, whether or not ctg natural tanning subs; enzymatic prp for pre-tanning"
53300,53300,5,53,53300,53300,"Chemicals & related products, nes","Dyeing, tanning & colouring materials","Pigments, paints, varnishes and related materials",,"Pigments, paints, varnishes and related materials"
53311,53311,5,53,53300,53310,"Chemicals & related products, nes","Dyeing, tanning & colouring materials","Pigments, paints, varnishes and related materials","Other colouring matter; preparations based on colouring matter, nes; inorganic pdt used as luminophores",Pigments and preparations based on titanium dioxide
53312,53312,5,53,53300,53310,"Chemicals & related products, nes","Dyeing, tanning & colouring materials","Pigments, paints, varnishes and related materials","Other colouring matter; preparations based on colouring matter, nes; inorganic pdt used as luminophores",Pigments and preparations based on chromium compounds
53313,53313,5,53,53300,53310,"Chemicals & related products, nes","Dyeing, tanning & colouring materials","Pigments, paints, varnishes and related materials","Other colouring matter; preparations based on colouring matter, nes; inorganic pdt used as luminophores",Pigments and preparations based on cadmium compounds
53314,53314,5,53,53300,53310,"Chemicals & related products, nes","Dyeing, tanning & colouring materials","Pigments, paints, varnishes and related materials","Other colouring matter; preparations based on colouring matter, nes; inorganic pdt used as luminophores",Ultramarine and preparations based thereon
53315,53315,5,53,53300,53310,"Chemicals & related products, nes","Dyeing, tanning & colouring materials","Pigments, paints, varnishes and related materials","Other colouring matter; preparations based on colouring matter, nes; inorganic pdt used as luminophores",Lithopone and other pigments and preparations based on zinc sulphide
53316,53316,5,53,53300,53310,"Chemicals & related products, nes","Dyeing, tanning & colouring materials","Pigments, paints, varnishes and related materials","Other colouring matter; preparations based on colouring matter, nes; inorganic pdt used as luminophores",Pigments and preparations based on hexacyanoferrates (ferrocyanides and ferricyanides)
53317,53317,5,53,53300,53310,"Chemicals & related products, nes","Dyeing, tanning & colouring materials","Pigments, paints, varnishes and related materials","Other colouring matter; preparations based on colouring matter, nes; inorganic pdt used as luminophores","Colouring matter and other preparations based on colouring matter, nes"
53318,53318,5,53,53300,53310,"Chemicals & related products, nes","Dyeing, tanning & colouring materials","Pigments, paints, varnishes and related materials","Other colouring matter; preparations based on colouring matter, nes; inorganic pdt used as luminophores",Inorganic products of a kind used as luminophores
53321,53321,5,53,53300,53320,"Chemicals & related products, nes","Dyeing, tanning & colouring materials","Pigments, paints, varnishes and related materials",Printing ink,Black printing ink
53329,53329,5,53,53300,53320,"Chemicals & related products, nes","Dyeing, tanning & colouring materials","Pigments, paints, varnishes and related materials",Printing ink,Printing ink o/t black
53341,53341,5,53,53300,53340,"Chemicals & related products, nes","Dyeing, tanning & colouring materials","Pigments, paints, varnishes and related materials",Paints & varnishes; pigments for finishing leather or for paint mfr; stamping foils; dyes etc for retail sale,"Paints & varnishes based on syn or chem modified nat polymers, dispersed or dissolved in an aqueous medium"
53342,53342,5,53,53300,53340,"Chemicals & related products, nes","Dyeing, tanning & colouring materials","Pigments, paints, varnishes and related materials",Paints & varnishes; pigments for finishing leather or for paint mfr; stamping foils; dyes etc for retail sale,"Paints & varnishes based on syn or chem modified nat polymers,dispersed or dissolved in a non aqueous medium"
53343,53343,5,53,53300,53340,"Chemicals & related products, nes","Dyeing, tanning & colouring materials","Pigments, paints, varnishes and related materials",Paints & varnishes; pigments for finishing leather or for paint mfr; stamping foils; dyes etc for retail sale,"Other paints & varnishes (inc enamels, lacquers & distempers); prd water pigments used for finishing leather"
53344,53344,5,53,53300,53340,"Chemicals & related products, nes","Dyeing, tanning & colouring materials","Pigments, paints, varnishes and related materials",Paints & varnishes; pigments for finishing leather or for paint mfr; stamping foils; dyes etc for retail sale,"Pigments dispersed in non-aqueous media, liquid or paste, for paint mfr; stamping foils; dyes etc for ret sale"
53351,53351,5,53,53300,53350,"Chemicals & related products, nes","Dyeing, tanning & colouring materials","Pigments, paints, varnishes and related materials","Colouring prp used in the ceramic, enamelling and glass industries; artists' colours, paint driers & mastics","Prd pigments, opacifiers,colours; enamels & glazes etc for ceramic/glass industry; glass frit etc in pdr/flake"
53352,53352,5,53,53300,53350,"Chemicals & related products, nes","Dyeing, tanning & colouring materials","Pigments, paints, varnishes and related materials","Colouring prp used in the ceramic, enamelling and glass industries; artists' colours, paint driers & mastics","Artists',students' or signboard painters' colours, amusement colours etc, in tablets, tubes, jars or sim forms"
53353,53353,5,53,53300,53350,"Chemicals & related products, nes","Dyeing, tanning & colouring materials","Pigments, paints, varnishes and related materials","Colouring prp used in the ceramic, enamelling and glass industries; artists' colours, paint driers & mastics",Prepared paint driers
53354,53354,5,53,53300,53350,"Chemicals & related products, nes","Dyeing, tanning & colouring materials","Pigments, paints, varnishes and related materials","Colouring prp used in the ceramic, enamelling and glass industries; artists' colours, paint driers & mastics","Glaziers' & grafting putty;resin cements, caulking cmpd etc; painters' fillings; non-refractory surfacing prp"
53355,53355,5,53,53300,53350,"Chemicals & related products, nes","Dyeing, tanning & colouring materials","Pigments, paints, varnishes and related materials","Colouring prp used in the ceramic, enamelling and glass industries; artists' colours, paint driers & mastics","Organic composite solvents and thinners, nes; prepared paint or varnish removers"
54100,54100,5,54,54100,54100,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542",,"Medicinal and pharmaceutical products, other than medicaments of group 542"
54111,54111,5,54,54100,54110,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Provitamins & vitamins & derivatives thereof, not put up as medicaments of heading 542.00","Provitamins, unmixed"
54112,54112,5,54,54100,54110,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Provitamins & vitamins & derivatives thereof, not put up as medicaments of heading 542.00","Vitamins a and their derivatives, unmixed"
54113,54113,5,54,54100,54110,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Provitamins & vitamins & derivatives thereof, not put up as medicaments of heading 542.00","Vitamins b and their derivatives, unmixed, not put up as medicaments of group 542"
54114,54114,5,54,54100,54110,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Provitamins & vitamins & derivatives thereof, not put up as medicaments of heading 542.00","Vitamin c and its derivatives, unmixed"
54115,54115,5,54,54100,54110,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Provitamins & vitamins & derivatives thereof, not put up as medicaments of heading 542.00","Vitamin e and its derivatives, unmixed"
54116,54116,5,54,54100,54110,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Provitamins & vitamins & derivatives thereof, not put up as medicaments of heading 542.00","Vitamins (other than vitamins a, b, c, d and e) and their derivatives, unmixed"
54117,54117,5,54,54100,54110,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Provitamins & vitamins & derivatives thereof, not put up as medicaments of heading 542.00","Intermixtures of provitamins and vitamins (inc natural concentrates), whether or not in any solvent"
54131,54131,5,54,54100,54130,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Antibiotics, not put up as medicaments of heading 542.00",Penicillins and their derivatives with a penicillanic acid structure; salts thereof
54132,54132,5,54,54100,54130,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Antibiotics, not put up as medicaments of heading 542.00",Streptomycins and their derivatives; salts thereof
54133,54133,5,54,54100,54130,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Antibiotics, not put up as medicaments of heading 542.00",Tetracyclines and their derivatives; salts thereof
54139,54139,5,54,54100,54130,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Antibiotics, not put up as medicaments of heading 542.00","Antibiotics, nes"
54141,54141,5,54,54100,54140,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Veg alkaloids, nat or repro by syn, & their salts, ethers, esters & other dvt, exc medicaments of group 542",Alkaloids of opium and their derivatives; salts thereof
54142,54142,5,54,54100,54140,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Veg alkaloids, nat or repro by syn, & their salts, ethers, esters & other dvt, exc medicaments of group 542",Alkaloids of cinchona and their derivatives; salts thereof
54143,54143,5,54,54100,54140,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Veg alkaloids, nat or repro by syn, & their salts, ethers, esters & other dvt, exc medicaments of group 542",Caffeine and its salts
54144,54144,5,54,54100,54140,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Veg alkaloids, nat or repro by syn, & their salts, ethers, esters & other dvt, exc medicaments of group 542",Ephedrines and their salts
54145,54145,5,54,54100,54140,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Veg alkaloids, nat or repro by syn, & their salts, ethers, esters & other dvt, exc medicaments of group 542",Theophylline and aminophylline (theophylline- ethylenediamine) and their derivatives; salts thereof
54146,54146,5,54,54100,54140,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Veg alkaloids, nat or repro by syn, & their salts, ethers, esters & other dvt, exc medicaments of group 542",Alkaloids of rye ergot and their derivatives; salts thereof
54147,54147,5,54,54100,54140,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Veg alkaloids, nat or repro by syn, & their salts,ethers, esters & other dvt, exc medicaments of group 542",Nicotine and its salts
54149,54149,5,54,54100,54140,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Veg alkaloids, nat or repro by syn, & their salts, ethers, esters & other dvt, exc medicaments of group 542","Vegetable alkaloids and their salts, nes; derivatives of alkaloids, nes, and their salts"
54151,54151,5,54,54100,54150,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Hormones, natural or sythetic; dvt thereof used as hormones; other steroids, not put up as goods of group 524",Insulin and its salts
54152,54152,5,54,54100,54150,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Hormones, natural or sythetic; dvt thereof used as hormones; other steroids, not put up as goods of group 524","Pituitary (anterior) or similar hormones, and their derivatives."
54153,54153,5,54,54100,54150,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Hormones, natural or sythetic; dvt thereof used as hormones; other steroids, not put up as goods of group 542","Steroidal hormones, their derivatives and structural analogues"
54154,54154,5,54,54100,54150,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Hormones, natural or sythetic; dvt thereof used as hormones; other steroids, not put up as goods of group 542","Polypeptide, protein and glycoprotein hormones, their derivatives and structural analogues"
54155,54155,5,54,54100,54150,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Hormones, natural or sythetic; dvt thereof used as hormones; other steroids, not put up as goods of group 542","Catecholamine hormones, their derivatives and structural analogues"
54156,54156,5,54,54100,54150,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Hormones, natural or sythetic; dvt thereof used as hormones; other steroids, not put up as goods of group 542","Prostaglandins, thromboxanes & leukotrienes, their derivatives and structural analogues"
54159,54159,5,54,54100,54150,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Hormones, natural or sythetic; dvt thereof used as hormones; other steroids, not put up as goods of group 542","Other hormones & their dvt; other steroids used primarily as hormones, not put up as medicaments of grp 542"
54161,54161,5,54,54100,54160,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Glycosides; glands or other organs and their extracts; antisera, vaccines and similar products","Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives"
54162,54162,5,54,54100,54160,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Glycosides; glands or other organs and their extracts; antisera, vaccines and similar products",Glands etc for organo-therapeutic uses; extracts thereof; heparin & its salts; other nes
54163,54163,5,54,54100,54160,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Glycosides; glands or other organs and their extracts; antisera, vaccines and similar products",Antisera and other blood fractions; vaccines
54164,54164,5,54,54100,54160,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Glycosides; glands or other organs and their extracts; antisera, vaccines and similar products","Human & animal blood pdt for therapeutic etc uses; toxins, cultures (exc yeast) and similar products"
54191,54191,5,54,54100,54190,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Pharmaceutical goods, other than medicaments","Wadding, gauze, bandages etc, impregnated/coated or for retail sale for medical/surgical/dental uses; nes"
54192,54192,5,54,54100,54190,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Pharmaceutical goods, other than medicaments",Blood-grouping reagents
54193,54193,5,54,54100,54190,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Pharmaceutical goods, other than medicaments",Opacifying prp for x-ray examinations;diagnostic reagents designed to be administered to the patient
54199,54199,5,54,54100,54190,"Chemicals & related products, nes",Medicinal & pharmaceutical products,"Medicinal and pharmaceutical products, other than medicaments of group 542","Pharmaceutical goods, other than medicaments",Other pharmaceutical goods
54200,54200,5,54,54200,54200,"Chemicals & related products, nes",Medicinal & pharmaceutical products,Medicaments (including veterinary medicaments),,Medicaments (including veterinary medicaments)
54211,54211,5,54,54200,54210,"Chemicals & related products, nes",Medicinal & pharmaceutical products,Medicaments (including veterinary medicaments),Medicaments containing antibiotics or derivatives thereof,Medicaments ctg penicillins or dvt; streptomycins or dvt not in measured doses/forms or for retail sale
54212,54212,5,54,54200,54210,"Chemicals & related products, nes",Medicinal & pharmaceutical products,Medicaments (including veterinary medicaments),Medicaments containing antibiotics or derivatives thereof,"Medicaments containing other antibiotics, not in measured doses or packages for retail sale"
54213,54213,5,54,54200,54210,"Chemicals & related products, nes",Medicinal & pharmaceutical products,Medicaments (including veterinary medicaments),Medicaments containing antibiotics or derivatives thereof,Medicaments ctg penicillins or dvt; streptomycins or dvt in measured doses/in forms/packings for retail sale
54219,54219,5,54,54200,54210,"Chemicals & related products, nes",Medicinal & pharmaceutical products,Medicaments (including veterinary medicaments),Medicaments containing antibiotics or derivatives thereof,"Medicaments containing other antibiotics, in measured doses or packages for retail sale"
54221,54221,5,54,54200,54220,"Chemicals & related products, nes",Medicinal & pharmaceutical products,Medicaments (including veterinary medicaments),"Medicaments ctg hormones or other pdt of hdg 541.50, but not ctg antibiotics or derivatives thereof","Medicaments containing insulin, not put up in measured doses or in forms or packings for retail sale"
54222,54222,5,54,54200,54220,"Chemicals & related products, nes",Medicinal & pharmaceutical products,Medicaments (including veterinary medicaments),"Medicaments ctg hormones or other pdt of hdg 541.50, but not ctg antibiotics or derivatives thereof","Medicaments ctg other hormones or other pdt of hdg 541.45, put up in measured doses or pkg for retail sale"
54223,54223,5,54,54200,54220,"Chemicals & related products, nes",Medicinal & pharmaceutical products,Medicaments (including veterinary medicaments),"Medicaments ctg hormones or other pdt of hdg 541.50, but not ctg antibiotics or derivatives thereof","Medicaments containing insulin, put up in measured doses or in forms or packings for retail sale"
54224,54224,5,54,54200,54220,"Chemicals & related products, nes",Medicinal & pharmaceutical products,Medicaments (including veterinary medicaments),"Medicaments ctg hormones or other pdt of hdg 541.50, but not ctg antibiotics or derivatives thereof","Medicaments containing adrenal cortex hormones, in measured doses or packages for retail sale"
54229,54229,5,54,54200,54220,"Chemicals & related products, nes",Medicinal & pharmaceutical products,Medicaments (including veterinary medicaments),"Medicaments ctg hormones or other pdt of hdg 541.50, but not ctg antibiotics or derivatives thereof","Medicaments ctg other hormones or other pdt of hdg 541.50, in measured doses or packages for retail sale"
54231,54231,5,54,54200,54230,"Chemicals & related products, nes",Medicinal & pharmaceutical products,Medicaments (including veterinary medicaments),"Medicaments ctg alkaloids or dvt thereof, but not ctg hormones, other pdt of hdg 541.50, or antibiotics & dvt","Medicaments of heading 542.30, not in measured doses or packages for retail sale"
54232,54232,5,54,54200,54230,"Chemicals & related products, nes",Medicinal & pharmaceutical products,Medicaments (including veterinary medicaments),"Medicaments ctg alkaloids or dvt thereof, but not ctg hormones, other pdt of hdg 541.50, or antibiotics & dvt","Medicaments of heading 542.30, in measured doses or packages for retail sale"
54291,54291,5,54,54200,54290,"Chemicals & related products, nes",Medicinal & pharmaceutical products,Medicaments (including veterinary medicaments),"Medicaments, nes","Medicaments, nes, not in measured doses or packages for retail sale"
54292,54292,5,54,54200,54290,"Chemicals & related products, nes",Medicinal & pharmaceutical products,Medicaments (including veterinary medicaments),"Medicaments, nes","Medicaments ctg vitamins or other products of hdg 541.10, in measured doses or packages for retail sale"
54293,54293,5,54,54200,54290,"Chemicals & related products, nes",Medicinal & pharmaceutical products,Medicaments (including veterinary medicaments),"Medicaments, nes","Medicaments, in measured doses or packages for retail sale"
55100,55100,5,55,55100,55100,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Essential oils, perfume and flavour materials",,"Essential oils, perfume and flavour materials"
55131,55131,5,55,55100,55130,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Essential oils, perfume and flavour materials",Essential oils inc concretes & absolutes;resinoids cnt in fats/fixed oils/waxes; terpenic by-products etc,Essential oils of citrus fruit
55132,55132,5,55,55100,55130,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Essential oils, perfume and flavour materials",Essential oils inc concretes & absolutes;resinoids cnt in fats/fixed oils/waxes; terpenic by-products etc,"Essential oils, nes"
55133,55133,5,55,55100,55130,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Essential oils, perfume and flavour materials",Essential oils inc concretes & absolutes;resinoids cnt in fats/fixed oils/waxes; terpenic by-products etc,Resinoids
55135,55135,5,55,55100,55130,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Essential oils, perfume and flavour materials",Essential oils inc concretes & absolutes;resinoids cnt in fats/fixed oils/waxes; terpenic by-products etc,"Cnt of essential oils in fats/fixed oils/wax etc; terpenic by-pdt, aqueous distillates etc of essential oils"
55141,55141,5,55,55100,55140,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Essential oils, perfume and flavour materials","Mixtures of odoriferous subs & mixtures with a basis of one or more of these subs, used as raw mat in ind","Mixtures of odoriferous subs and mixtures with a basis of one or more of these subs, used in food/drink ind"
55149,55149,5,55,55100,55140,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Essential oils, perfume and flavour materials","Mixtures of odoriferous subs & mixtures with a basis of one or more of these subs, used as raw mat in ind","Mixtures of odoriferous subs & mixtures with a basis of one or more of these subs, nes"
55300,55300,5,55,55300,55300,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Perfumery, cosmetics or toilet preparations (excluding soaps)",,"Perfumery, cosmetics or toilet preparations (excluding soaps)"
55310,55310,5,55,55300,55310,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Perfumery, cosmetics or toilet preparations (excluding soaps)",Perfumes and toilet waters,Perfumes and toilet waters
55320,55320,5,55,55300,55320,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Perfumery, cosmetics or toilet preparations (excluding soaps)","Beauty or make-up prp for the care of the skin(o/t medicament),inc sunscreen/suntan prp;manicure/pedicure prp","Beauty or make-up prp for the care of the skin(o/t medicament),inc sunscreen/suntan prp;manicure/pedicure prp"
55330,55330,5,55,55300,55330,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Perfumery, cosmetics or toilet preparations (excluding soaps)",Preparations for use on the hair,Preparations for use on the hair
55340,55340,5,55,55300,55340,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Perfumery, cosmetics or toilet preparations (excluding soaps)","Preparations for oral or dental hygiene, including denture fixative pastes and powders","Preparations for oral or dental hygiene, including denture fixative pastes and powders"
55351,55351,5,55,55300,55350,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Perfumery, cosmetics or toilet preparations (excluding soaps)","Shaving preparations, depilatories and other perfumery, cosmetic or t0ilet prp nes; prd room deoderizers","Pre-shave, shaving or after-shave preparations"
55352,55352,5,55,55300,55350,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Perfumery, cosmetics or toilet preparations (excluding soaps)","Shaving preparations, depilatories and other perfumery, cosmetic or t0ilet prp nes; prd room deoderizers",Personal deodorants and anti-perspirants
55353,55353,5,55,55300,55350,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Perfumery, cosmetics or toilet preparations (excluding soaps)","Shaving preparations, depilatories and other perfumery, cosmetic or t0ilet prp nes; prd room deoderizers",Perfumed bath salts and other bath preparations
55354,55354,5,55,55300,55350,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Perfumery, cosmetics or toilet preparations (excluding soaps)","Shaving preparations, depilatories and other perfumery, cosmetic or t0ilet prp nes; prd room deoderizers",Preparations for perfuming or deodorizing rooms (inc odoriferous preparations used during religious rites)
55359,55359,5,55,55300,55350,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Perfumery, cosmetics or toilet preparations (excluding soaps)","Shaving preparations, depilatories and other perfumery, cosmetic or t0ilet prp nes; prd room deoderizers","Depilatories and perfumery, cosmetic or toilet preparations, nes"
55400,55400,5,55,55400,55400,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Soap, cleansing and polishing preparations",,"Soap, cleansing and polishing preparations"
55411,55411,5,55,55400,55410,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Soap, cleansing and polishing preparations","Soap; organic surface-active pdt/prp used as soap, in diff forms & shapes;paper,felt etc ctg soap or detergent","Soap/organic surface-active pdt/prp, in bars or shapes, & paper, felt etc,ctg soap/detergent-for toilet use"
55415,55415,5,55,55400,55410,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Soap, cleansing and polishing preparations","Soap; organic surface-active pdt/prp used as soap, in diff forms & shapes;paper,felt etc ctg soap or detergent","Soap/organic surface-active pdt/prp, in bars or shapes,& paper, felt etc, ctg soap/detergent-for other uses"
55419,55419,5,55,55400,55410,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Soap, cleansing and polishing preparations","Soap; organic surface-active pdt/prp used as soap, in diff forms & shapes;paper,felt etc ctg soap or detergent",Soap in other forms
55421,55421,5,55,55400,55420,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Soap, cleansing and polishing preparations","Organic surface-active agents (o/t soap); surface- active, washing & cleaning prp, whether or not ctg soap,nes","Organic surface-active agents, whether or not put up for retail sale"
55422,55422,5,55,55400,55420,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Soap, cleansing and polishing preparations","Organic surface-active agents (o/t soap); surface- active, washing & cleaning prp, whether or not ctg soap,nes","Surface-active, washing or cleaning preparations, nes, put up for retail sale"
55423,55423,5,55,55400,55420,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Soap, cleansing and polishing preparations","Organic surface-active agents (o/t soap); surface- active, washing & cleaning prp, whether or not ctg soap,nes","Surface-active, washing or cleaning preparations, nes, not put up for retail sale"
55431,55431,5,55,55400,55430,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Soap, cleansing and polishing preparations","Pol/creams, for ftw, furniture, floors, coachwork, glass & metal, scouring pastes,pdr & sim prp exc hdg 598.30","Pol, creams & sim prp, for ftw or leather (inc paper, felt, cellular plastic mat or rubber,ctg such prp)"
55432,55432,5,55,55400,55430,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Soap, cleansing and polishing preparations","Pol/creams, for ftw, furniture, floors, coachwork, glass & metal, scouring pastes,pdr & sim prp exc hdg 598.30","Pol, creams etc, for maintaining wooden furniture, floors & other woodwork (inc paper etc of heading 554.31)"
55433,55433,5,55,55400,55430,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Soap, cleansing and polishing preparations","Pol/creams, for ftw, furniture, floors, coachwork, glass & metal, scouring pastes,pdr & sim prp exc hdg 598.30","Polishes & similar prp, for coachwork, other than metal polishes (inc paper etc of heading 554.31)"
55434,55434,5,55,55400,55430,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Soap, cleansing and polishing preparations","Pol/creams, for ftw, furniture, floors, coachwork, glass & metal, scouring pastes,pdr & sim prp exc hdg 598.30","Scouring pastes, powders and other scouring preparations (inc paper etc of heading 554.31)"
55435,55435,5,55,55400,55430,"Chemicals & related products, nes",Essential oils & perfume materials; toilet preps etc,"Soap, cleansing and polishing preparations","Pol/creams, for ftw, furniture, floors, coachwork, glass & metal, scouring pastes,pdr & sim prp exc hdg 598.30","Polishes, creams and similar preparations, for glass or metal (inc paper etc of heading 554.31)"
56200,56200,5,56,56200,56200,"Chemicals & related products, nes",Fertilizers (other than those of group 272),Fertilizers (other than those of group 272),,Fertilizers (other than those of group 272)
56211,56211,5,56,56200,56210,"Chemicals & related products, nes",Fertilizers (other than those of group 272),Fertilizers (other than those of group 272),"Mineral or chemical fertilizers, nitrogenous","Ammonium nitrate fertilizer, whether or not in aqueous solution"
56212,56212,5,56,56200,56210,"Chemicals & related products, nes",Fertilizers (other than those of group 272),Fertilizers (other than those of group 272),"Mineral or chemical fertilizers, nitrogenous",Double salts and mixtures of ammomium sulphate and ammonium nitrate fertilizer
56213,56213,5,56,56200,56210,"Chemicals & related products, nes",Fertilizers (other than those of group 272),Fertilizers (other than those of group 272),"Mineral or chemical fertilizers, nitrogenous",Ammonium sulphate fertilizer
56214,56214,5,56,56200,56210,"Chemicals & related products, nes",Fertilizers (other than those of group 272),Fertilizers (other than those of group 272),"Mineral or chemical fertilizers, nitrogenous",Double salts and mixtures of calcium nitrate and ammonium nitrate fertilizer
56215,56215,5,56,56200,56210,"Chemicals & related products, nes",Fertilizers (other than those of group 272),Fertilizers (other than those of group 272),"Mineral or chemical fertilizers, nitrogenous",Calcium cyanamide fertilizer
56216,56216,5,56,56200,56210,"Chemicals & related products, nes",Fertilizers (other than those of group 272),Fertilizers (other than those of group 272),"Mineral or chemical fertilizers, nitrogenous","Urea fertilizer, whether or not in aqueous solution"
